id,Title,label
59,"""항공권, 맥북, 캐리어 쏜다"" SKT 수능 친 수험생 대상 이벤트 풍성",1
60,"SKT·SM엔터테인먼트 협력 결실…""아리야 노래 한곡 할까?""",1
61,[컨콜] '카톡광고'로 매출 1兆 예고…본격 돈벌이 나서는 카카오(종합),0
62,"KT, 통신사에서 'AI 회사'로 도약…3천억 투자·1천명 채용(종합)",0
63,"SKT, 국내 공기질 예보 수준 높인다…브리조미터와 MoU",1
64,"한상혁·이통3사 ""망 이용대가 공정성 도모할 것""(종합)",0
65,"SKB ""IPTV 고질적 문제, 실시간 방송 지연 없앴다""",0
66,"KT넥스알, '빅데이터' 컨퍼런스 개최",0
67,토종 OTT '웨이브' 순항…유료 가입자 100만 돌파,0
68,"이용자 보호업무 평가 해봤더니…""SKT 가장 우수""",1
69,토종 OTT '웨이브' 출범 D-2,0
70,추석 OTT 정주행.. 100원의 행복 등 '듬뿍',0
71,삼성도 AI 스피커 시장 참전…'갤럭시 홈 미니' 출시 임박,0
72,"롯데월드타워·몰 ""추석 연휴기간 각종 체험 행사 즐기세요""",0
73,[스마트산단 시대] '혁신데이터 얼라이언스' 출범,0
74,"[SKT컨콜]""내년 초 미디어부문 1000만 유효가입자 확보 예상""",1
75,"K리그 올스타 대 유벤투스 FC…""호날두만 골라보는 방법은?""",0
76,"동반위, '이동통신판매업' 대·중소기업 상생협약식",0
77,"SK텔레콤·삼성전자, 5G 고도화·6G 개발 맞손",1
78,"SKT, 노키아·에릭슨과 5G·6G R&D 협력",1
79,"""국방보안에도 초연결 융합보안 필요""",0
80,"SK C&C, '건강 걷기 서비스' 오픈",0
81,"[최태원의 소셜밸류]SK그룹, '사회적 가치' 측정체계 구축해 본격 운영",0
82,"V50 첫 주말 성적표 '우수'…""4만대 이상 개통""",1
83,한국폰 1분기 웃지 못했다…거꾸로 가는 삼성·LG 실적,-1
84,"'무늬만 무제한' 5G 요금제 논란에 KT ""다각도 검토""(종합)",0
85,"SKT ""8만원대 데이터 무제한, 프로모션→정식요금제 고려""",1
86,"이통사 VR전쟁 시작, KT 1000ppi VR 내놓는다",-1
87,"[5G 초혁신시대 ④-1] '퍼스트 무버' 삼성, 노키아와 다른 길 가다",0
88,"SK텔레콤-에릭슨, 5G SA 코어망 개발 협력",1
89,"""호수비, 고화질로 확대해 순간포착""…SKT '5GX 프로야구' 서비스",1
90,"SK브로드밴드, 토종 클라우드PC 상용화",0
91,"""SKT고객 해외로밍은 네이버가 책임진다""",1
92,[1G에서 6G까지] 음성통화에서 데이터 시대의 개막 #1,0
93,"[SKT컨콜]""이동통신 사업, 올 하반기 턴어라운드 할 것""",1
94,SKT 작년 영업익 전년比 21.8%↓.. 5G·미디어로 파고 넘는다,-1
95,최태원 SK 회장 다보스서 '사회적 가치' 설파,0
96,항공사부터 박물관까지 MS의 클라우드 세상 한 눈에… '애저 에브리웨어',0
97,반사이익 '톡톡' 티맵택시 120만 돌파…12배 '폭증',0
98,'카풀 논란'에도 카카오택시 호출 12월 최다 ↑,0
99,LGU+가 시작한 5G 속도전.. 갈길이 멀다,0
0,"타임워너, 국내 PP 지분 100%로 확대",0
1,한국서 자율주행차 토론회 열린다,0
2,내일 'LG 워치' 조기출격…'65만원' 이유는?(종합),0
3,26일 '체험존' 여는 '갤S6'…SKT 영업정지가 복병(종합),-1
4,"AK몰, 4일간의 특가쇼핑찬스 ‘크레이지 4데이즈’",0
5,"SK텔레콤, ""SKB 합병 추진설, 확정 사항 없다""",0
6,"한샘, '베스트 코리아 브랜드 2015' 44위로 첫 진입",0
7,"[포토]SK텔레콤, MWC서 '5G 라이프' 선보인다",1
8,"""LGU+ 매장에서 캐시슬라이드 적립금 받으세요""",0
9,이통시장 '설 특수' 없어졌다…번호이동 전년比 47%↓,-1
10,"'3밴드 LTE-A' 논란…""삼성, SKT와 KT에 상반된 내용 공문 보내""",0
11,"이통사, 유통점 줄도산에 리베이트 전격 상향…최대 17만원↑",0
12,[SK플래닛 메신저 상장] SK그룹 ICT 글로벌 '한수' 의미는,0
13,새해부터 보조금 경쟁…공짜폰에 미끼모델까지,0
14,"SKT, 단통법으로 아낀 비용 'IoT'에 집중",1
15,"하성민 SKT 대표·황창규 KT 회장, GSMA 이사회 선임…""역시 IT강국""",1
16,"스미싱 줄었다…""각종 보안 강화 노력의 가시적 성과""",1
17,"SK텔레콤, 스마트미러링 2.0 출시",1
18,"SKT, 5G 네트워크 개발 '가상화' 기술로 본격 시동",1
19,"""베가 팝업노트, 다 팔렸습니다""…'35만원 효과'에 반나절만에 '품절'",1
20,"SK그룹, 창조경제 성공 속도 더 낸다",0
21,'휴대폰 주말 개통' SKT 찬성 vs KT·LGU+ 반대,0
22,"SK텔레콤, 웨어러블 전용 요금제 'T아웃도어' 첫 선",1
23,"아이폰6 대란 원인 '이통사 장려금'…""유통점에 독사과""",0
24,"[포토]SKT, 아이폰6 전격 출시…'누워서' 기다리세요",0
25,"아이폰6 ""내가왔다""vs갤노트4 ""그래봤자"" 본격 경쟁 점화",0
26,"SKT, 아이폰6 16G '78만9800원'…지원금 17만원 확정",0
27,"SK텔레콤, 부산시·시스코와 스마트 시티 구축 위한 협약 체결",1
28,내년 이통사 '폰가입자↑·ARPU↑·영업익↑…마케팅비용만↓,1
29,단통법 4주차 소비심리↑…이통시장 살아날까,0
30,"단통법 보름, 구형 단말만 보조금 올라…노트3 9만4000원↑",-1
31,"최양희 미래부 장관 ""단통법, 결국 소비자 편익에 기여할 것""",-1
32,"대기업, 동반성장도 '정권 눈치보기'?",0
33,SK텔레콤 ‘LTE 아시아 어워즈 2014’ 수상,1
34,"재계, 인천 特需 상륙작전",0
35,SK바이오팜 몰린 개미들…5일만에 5800억 순매수,0
36,"외국인, 2주 연속 '팔자'…코스닥은 매수세 지속",0
37,"[주간증시 리뷰]2200선서 조정 빌미 찾던 코스피, 2차 팬데믹 우려로 '털썩'",0
38,"SK텔레콤, 커뮤니티 활발... 주가 2.12%.",1
39,SK텔레콤-삼성전자 AI 초 협력! 1000% 오를 준비 되셨나요?,1
40,코스피 2100선 회복하며 마감…코스닥은 하락세,0
41,코스피 상승 개장에 장중 2100선 회복…코스닥은 강세,0
42,"SK텔레콤, 카카오 주식 3000억어치 취득… 지분율 2.5%",1
43,"엔텔스, SK텔레콤에 5G 시스템 공급…""기술경쟁력 확보""",1
44,"[클릭 e종목]“SK텔레콤, 비통신 사업 호조·5G 효과로 수익성 호전될 것”",1
45,"코스피, 외인 순매수에 상승…코스닥은 610선 회복",0
46,"우리넷, 양자암호 통신 표준 제정…차세대 통신시장 선점",0
47,'R의 공포'에 코스피·코스닥 동반 하락…1% 빠진 증시,0
48,"외국인, 2주 연속 '팔자'…삼성전자 팔고 셀트리온 사고",0
49,코스피 6거래일 연속 하락…코스닥은 상승 마감,0
50,"[특징주]텔레필드, 화웨이 이슈에 5G 필수 장비 기술력 부각 강세",0
51,"[특징주]영인프런티어, 췌장암 진단키트 상용화 기대 강세",0
52,"[특징주]우리로, 27조 양자암호통신 SKT와 전세계 기준 강세",1
53,"'사자' 이어가는 외국인, 반도체에 러브콜 지속",0
54,"코스피, 기관 매수에 상승 반전…코스닥 약보합",0
55,"韓증시, 2100·700선 나란히 깨진 채 출발",0
56,[배당주의 계절]빗발치는 증시 악재…배당주 우산 속으로,0
57,"코스피, 2주 만에 2100 회복",0
58,"코스피, 상승출발 후 보합권 공방…2090선 유지",0
59,美 중간선거에 움츠러든 韓 증시…들쭉날쭉 장세,0
60,"국민연금 'SC' 도입 3개월, 정보 공개 기업 4곳 중 1곳 불과",0
61,"코스피 2130선 회복…낙폭 축소, 220개 종목 상승 중",0
62,"코스피, 中증시 반등에 2160선 회복",0
63,"바닥권 분위기 반전 모색하나…코스피 2150선 탈환, 상승 마감",0
64,"통신주, M&A모멘텀 강해 국감영향 적다",0
65,"SK텔레콤 ""SK브로드밴드 옥수수 사업부 분할 등 검토…결정된 사항 없어""",0
66,"[특징주] 마크로젠, SK텔레콤과 AI 유전체 분석솔루션 개발 협력…강세",1
67,"옵션만기 D-1, 장 초반 코스피·코스닥 동반 약세…외국인·기관 동반 '팔자'",0
68,"[클릭 e종목]SK텔레콤, 지배구조 변화 가능성 'UP'",1
69,"[클릭 e종목]SK, 비상장사 순자산가치 5조3000억 상승…목표주가↑",0
70,찬바람 부는 통신주에도 봄이 올까,0
71,반도체株 불안하면 통신株 어때요?,0
72,"코스피, 사흘만에 반등…삼성電·SK하이닉스↑",0
73,"코스피, 2470선 약보합…반도체주 상승 전환",0
74,"코스피, 개인 '사자' 하루 만에 반등",0
75,"코스피, 2460선 돌파…연이틀 장중 최고치 경신",0
76,"'네 마녀의 날' 코스피, 2370선 회복…의약품·IT↑",0
77,"""보편요금제 입법 예고, 통신주에 악재""",-1
78,"SK네트웍스, 약세장에서 나홀로 질주",0
79,요금 인하 리스크 줄어 통신주 매수 타이밍 왔나,1
80,"코스피, 3일 연속 '사상 최고치' 마감…기관 매수",0
81,"코스피, 北 중대보도 예고에 2370선 후퇴",0
82,"코스피, 6거래일째 상승 마감…'삼성전자 효과'",0
83,"코스피, 기관 매수에 2140선 회복…시총상위株 강세",0
84,"코스피, 한반도 리스크 우려에 2120선 후퇴…6거래일째 하락",0
85,"코스피, 기관 '사자세'…소폭 상승마감",0
86,<아경TV> 포켓몬고에 제로 레이팅 적용? 얼마나 절감되나 봤더니...,0
87,"외국인, 삼성전자株 폭풍쇼핑",0
88,"코스피, 외인 덕에 2110선 탈환",0
89,"코스피, 기관 '팔자'에 약보합 마감…SK하이닉스 장중 5만원 돌파",0
90,"하락출발 코스피, 2040선 회복하나",0
91,"코스피, 기관 5700억원대 매도 폭탄에 2010선까지 밀려",0
92,"[클릭 e종목]""KT, 글로벌 OTT 시장 성장에 있어 최선호株""",0
93,"서화정보통신, SK텔레콤과 14억7629만원 중계기 계약",1
94,"SK텔레콤, 2Q 영업익 4073억…전년比 1.34%↓",-1
95,[김영무 칼럼]17년 만의 팍스넷 상장,0
96,"[마감시황]코스피, 7거래일만에 '숨고르기'…1990선 아래로",0
97,"[뉴아시아,지나온 10년 다가올 10년]증시 알파고가 종목 추천",0
98,"코스피, 外人 매도세 거세지며 '2000선' 위협",0
99,"코스피, 대형주 부진에 하락 출발",-1
0,"정부, 구글 지도 해외 반출 불허 구글이 보완책 수용 안해 (상보)",0
1,"미래부, 2차 유료방송 발전방안 공개토론회 개최",0
2,"SKT, 전용폰 구입 고객에 T1 롤드컵 우승 기념품 증정",1
3,'갤S7'사면 페이백 50만원 준다더니제2의 거성 모바일 사태?,0
4,케이블TV 가입자도 내년 1월부터 SKT 요금할인받는다,1
5," ""가성비폰 전성시대  중가폰 시장서 선방""",1
6,"美 AT&T, 타임워너 인수국내 통신·미디어社도 M&A 힘받는다",1
7,"신경민 의원  이통사, 유심(USIM) 독점 판매 못한다 ",-1
8,갤노트7 가입자 50만명 교환 시작번호이동도 자유,0
9,"SKT, 2030 대상 '밴드YT 요금제' 출시 대학내·출퇴근시 데이터 무제한 ",1
10,"SKT, AI 아이디어 모은다'누구나 주식회사' 설립",1
11,"갤럭시노트7, 싱가포르서 교환 시작韓·美서도 잇따라(종합)",0
12,"추억의 모바일 주소 'WINC', 연말 완전 종료",0
13,불볕더위에도 50명 넘게 줄서 갤노트7 출시 뜨거운 열기,0
14,'이통사의 객단가' ARPU 논쟁,-1
15,"[포토]SK텔레콤-인텔, IoT 기기에 실시간 통신 기술 심는다",1
16,"SKT 킬러서비스, 전국민에 푼다",1
17,범정부 '지능정보사회추진단' 설립 AI 사회 밑그림 그린다 ,0
18," ""O2O 배달원 맞나? 문 열기 전 T전화가 알려준다 """,1
19," ""소명 기한 너무 짧다 SKT·CJ헬로비전 공정위에 연장 요청""",-1
20,퇴직공직자 취업 제한 기업에 현직 공무원이 근무 민간근무휴직제도 아이러니 ,0
21,"공정위의 SKT-CJ헬로비전 M&A 심사보고서, 그 내용은?",0
22,"공정위, 217일만에 SKT-CJ헬로비전 합병 심사 완료(종합)",1
23,"SK텔레콤, 국내 최초 IoT 전국망 구축 ICT 분야의 변곡점 (일문일답)",1
24,"SK텔레콤, 30만원대 '갤럭시 와이드' 단독 출시",1
25,"SKT, 동반성장지수 평가서 4년 연속 최우수등급",1
26,[MWC 상하이 2016]亞 최대 모바일 박람회 개막KT·SKT 참가 스타트업 지원,1
27,비콘 가장 많이 설치한 업종은 '편의점',0
28,iCloud 스미싱 국내 유포'애플 계정 만료' 미끼로 ID·패스워드 탈취,0
29,"SKB 옥수수, 실시간 방송 전송시간 3초로 단축",0
30,[르포]잠잠한 '아이폰SE'오히려 '갤럭시S7'이 대란,0
31,"최태원 SK회장, 에너지·화학·신에너지로 ‘중동 공략’",0
32,이통3사 성장 정체기 '신사업 찾기',0
33,방통위도 'SKT-CJ헬로비전 M&A' 간담회 연다,0
34,SKT 이동형 ICT 체험관 ‘티움(T.um) 모바일’ 전북 완주 방문,1
35,[여소야대 후폭풍]CJ헬로비전 M&A어디로SKT '긴장' KT·LGU+ '느긋',-1
36,네이버 앱스토어·원스토어 통합 앱마켓 6월 출시,0
37,2월 이동전화 '번호이동 줄고 신규가입 늘어',1
38," ""전화 바꾸면 인터넷 무료 공짜 마케팅 사라진다(종합)""",0
39,"KT, 올해 악재 찾기 어려워 '실적 호전 전망'",0
40,"SKT, 롯데백화점과 ICT기반 스마트백화점 구축 추진",1
41,"올해 주파수 경매, 예상보다 비용 높을수도",-1
42,"이동통신3사, 내일부터 '갤럭시S7' 체험 공간 운영",0
43,"CJHV·SKB 합병안 통과, 정부 승인이 관건(종합)",0
44,"[MWC2016]장동현 SKT 사장, 글로벌 IT업체와 협력 진두지휘",1
45,"SK텔레콤, 앱 개발검증 서비스 '엠앱체크' 출시",1
46,"방통위, 이통사 직영점 편법 지원 실태조사 착수",0
47,"2.1GHz 주파수 경매, 반전포인트재할당대가",0
48,"[컨콜]SKT  SK플래닛, 커머스 1위 위해 과감한 투자할 것 ",1
49,스마트폰 ‘홍미3’ 1시간만에 완판 “다이소에서 대박났소”,1
50,미리보는 통신사3사 4분기 실적은,0
51,"SKT, 삼성페이 탑재한 A5·A7 출시",1
52,보안사업 확 키우는 SK텔레콤,1
53,[실감현장]이통시장 토론회학자들은 들러리?,0
54,"취임 3년차 황창규 KT 회장, 대규모 물갈이 인사 단행",0
55,"미래부, SKT LTE 주파수 20㎒ 회수해 경매키로",-1
56,3사3색 'VoLTE'통화 중 사진보고 음질은 HD급,0
57,아이폰6s 출시 후에도 아이폰6 콧대 높은 이유는,0
58,세계 최초 '점자 스마트워치' 내년 한국서 나온다,0
59,"최태원 회장, 28일 제주도서 2박3일간 합숙2016년 새판짜기 나서",0
60,美 최대 이통사도 '와이파이콜링' 도입한국은 '외면',-1
61,아이폰6s 출격 D-1출고가 인하 카드까지 '만지작',0
62,"韓 스마트로봇, 코스타리카 수학 교사된다",0
63," ""내 번호 넘겨줄게  개인간 폰 명의변경 금지된다""",0
64,'특혜영업·다단계 판매'LGU+에 먼저 온 겨울,0
65,애플 아이폰6S·6S플러스 23일 출시 예정예약 판매는 언제부터?,0
66,"'반려 동물의 모든 것'SKT, '펫트윈' 베타 공개",1
67,연휴 트래픽 '이상무'이통3사 비상 인력 가동,0
68,"SKT-삼성전기, 사물인터넷 상호 협력 MOU",1
69," ""빅데이터 역량 결집해 창업성공률 높인다 """,0
70,LGU+ 다단계 판매 '오늘' 제재이통업계 '촉각',0
71,보조금·요금할인  뭐가 더 쌀까? 비교 쉬워진다,0
72,아이폰6s 국내 망연동 테스트 시작1차 출시국 될까,0
73,나홀로 사면최태원 회장 '경제활성화' 부응할까(종합),0
74,데이터중심요금제 가입자 10% 돌파 통신비 절감 효과 있다 ,1
75,"[컨콜]SKT  올 중간배당, 1000원으로 결정연간 배당도 검토 ",1
76,"SKT, 2분기 매출 4조2557억원전년比 1.2%↓(종합)",-1
77,"SKT, '갤럭시 폴더' 2종 출시 폴더에 스마트를 더하다 ",1
78,"보이스피싱 피해, '대국민 피해예방 문자'로 막는다",0
79,"[르포]싱글족 위한 도시락 카페, 세븐일레븐 창조경제 편의점 가보니",0
80,해외 여행시 로밍 '요금 폭탄' 안 맞으려면?,0
81,삼성전자 '엣지몰이'S6 엣지 출고가 10만원 인하,0
82,이통사 직영점 '추가 지원금' 합법화유통망 전면전 예고,1
83,"SKT, T스마트청구서 기능·디자인 대폭 강화",1
84,"SKT, 직원 1500여명 '메르스 극복 헌혈 릴레이' 나서",1
85,올 연말 서울 지하철서 1Gbps 인터넷 터진다,1
86,"'무제한 데이터' 눈속임 美 AT&T, 1억달러 벌금",0
87,메르스 변수에 SKT 영업정지 미뤄지나,0
88,10대그룹 상장사 5곳 중 1곳 外人 지분율 오너보다 높아,0
89," ""다시 내 차례 KT '데이터 요금' 재반격 나섰다""",0
90,"외국인 명의도용 선불폰 가입 SKT, 과징금 35억6000만원 부과<1보>",-1
91,"[컨콜]SKT  제4이통, 정부 방침 통보 아직 안받아 ",-1
92,'단말기 지원금 대신 요금할인' 가입자 15배 증가,1
93,"SKT, 데이터 로밍 정액제 T로밍 LTE패스 출시",1
94,"한국 스마트로봇, 중남미 시장 진출",0
95,"이통3사, LG G4 예약판매 돌입'혜택·이벤트' 듬뿍",1
96,'LG G4' 22일부터 이통3사 예판 액정 무상교체 ,1
97,'갤S6'로 승부 건 KT지원금 '상한액 수준' 올려,0
98," ""엣지 없습니다  S6 품귀에 이통사 이벤트도 '연장'""",1
99,"LG유플러스, 용산 신사옥 시대",0
0,[굿모닝 증시]마이너스 금리·환율에 대처하는 우리의 자세,0
1,현대건설 SK텔레콤과 스마트홈 사업협력 MOU,1
2,유비벨록스 자회사 라임아이 디오인터랙티브 합병안 주주총회 승인,0
3,[특징주]SGA솔루션즈 애플의 FIDO 인증 제품 지원소식…↑,0
4,SK텔레콤 3분기 영업익 4662억..전년비 7.82% 감소,-1
5,포인트아이 SK텔레콤과 10억원 규모 IBC 증설 계약,1
6,코스닥 개인 ‘사자’ 680선 턱걸이···광림 下,0
7,[굿모닝증시]균형과 압축이 필요한 9월,0
8,"유비벨록스 ""자회사 라임아이 사물인터넷의 화룡점정""",0
9,코스피 장초반 보합권에서 등락…외인·기관 '팔자',0
10,코스피 닷새만에 강세 마감…2027.81,0
11,서화정보통신 SKT와 13.7억 공급계약 체결,1
12,"""로엔 내년 멜론 가격인상 효과""‥목표가 8만5000원",0
13,코스피 외인 매수 속 상승 마감…2070선 안착,0
14,SK텔레콤  4000억원 규모 자사주 매입 예정,1
15,코스피 숨고르기 속 약보합 마감..2036.59,0
16,노무라금융투자 ELW 95종목 신규상장,0
17,코스닥 기관매수에 635선 회복…내츄럴엔도텍↑·동서↓,0
18,코스피 외국인·기관 매도세에 보합권 움직임,0
19,[특징주]솔라시아 NFC·IoT 유심 공급에 상한가,0
20,코스피 투자주체 관망에 숨고르기 장세 지속,0
21,코스피 8일만에 숨고르기…1990선 하회,0
22,코스피 외국인 매도 전환...1940선 하락세,0
23,[특징주]제일모직 16만원 돌파…시총 11위,0
24,"장 종료 후 ""이 공시 눈에 띄네""(코스피-22일)",0
25,올해 10대 그룹 중 CJ그룹·SK그룹만 시총 늘어,0
26,코스피 美 연말소비 부진에 실망…1960선 하회,0
27,코스피 유가급락+中 경제지표 부진…1960선 약세,0
28,코스피 외국인·기관 동반 '사자' 강화…1960선 회복,0
30,코스피 경기우려 완화에 외국인 12일만에 귀환…1930선 회복,0
31,단통법 시행 수혜..이통3사 목표가↑,1
32,코스피 기관매도세에 3일 연속 하락…2030선 하회,0
33,코스피 연기금 매수세 유입…2040선 회복,0
34,코스피 금통위 발표 앞둔 관망세…2030선 강보합,0
35,전세계 도시재생 전문가 한자리…11일 국제콘퍼런스,0
36,국토부 25일 자율협력주행 '스마트 인프라 표준(안)' 발표,0
37,"중국 기업 몰리는 MWC 우한폐렴 어쩌나…주최측 ""일정 변경없다""",0
38,"SKT-싱클레어 합작사 출범, 美 ATSC3.0 방송사업 나선다",1
39,"中 언론 ""韓 세계최초 5G 상용화는 화웨이 배제 안한 영향""",0
40,"서울시-SKT T맵, '남산1호터널'에 끊기지 않는 GPS 서비스 시작",1
41,서울시 6월 상암에 세계 최초 '5G 자율주행 테스트베드'…미래교통 선도,0
42,현행법상 원격의료 금지…18년째 시범사업만,0
43,"에버랜드 IT어트랙션 '인기'…""일평균 2500명 이용""",0
44,신길6동 신풍역~보라매역 일대 공중선 정비,0
45,'출산 지도' 홍역 행자부 '여혐' 이미지 개선 나섰나?,0
46,[포토]여성리더스포럼 강연하는 박명순 원장,0
47,"설현 CF 대역 논란 ""걔 몸매 아니야"" 일파만파",0
48,아이폰6s 출시 국내에서도 렌털 서비스 시동,0
49,광주U대회 ‘스마트 소통’나선다,0
50,넷플릭스發 합종연횡..토종 'OTT' 지각변동,0
51,[신간안내] 집으로 출근 外,0
52,"SKT 요금제 '완결판' 출시…""KT·LG와 확실히 다르다""",1
53,"MSI '페이커' 이상혁 ""프나틱 이렇게 잘하는 팀인지 몰랐다""",0
54,LG 'G4' 더 세졌다…지원금 최대 33만원,0
55,"이동통신 가입비 19년 만에 폐지…업계 ""367억원 통신비 경감 예상""",0
56,KT 아이폰5s 공시지원금 대폭 상향…무료 구매 가능,0
57,"엔씨소프트 신임사장 윤송이, 누구인지 알고봤더니… '천재소녀'",0
58,'단통법' 비웃은 아이폰6 대란에 방통위 '강력 경고'…소비자만 혼란,0
59,"미컬슨 ""챔피언스투어 데뷔전 우승""…최경주 7위",0
60,"'PGA 첫 우승' 임성재 ""코로나19로 고생하는 국민에 위로를""",0
61,"[골프토픽] '탱크' 최경주 ""KPGA 부회장직 수락""",0
62,"김시우의 '시아일랜드행'…""마지막 얼리버드는?""",0
63,지은희-김효주 2타 차 10위…크리머-프레셀 선두,0
64,"[골프토픽] 최경주 ""프레지던츠컵 부단장 합류""",0
65,"김시우 ""연장서 눈물 ""(종합)",0
66,"'넘버 4' 스피스의 약진 ""첫 승 GO~""",0
67,"포터의 무명 반란  ""세계랭킹 1위 잡았어""",0
68,"안병훈의 설욕전 ""내가 글래디에이터""",0
69,"박성현 ""첫 승이 메이저""(1보)",0
70,"스피스의 선두 수성 ""우승 모드""",0
71,"[골프토픽] 최경주 ""PGA투어 좋은 사람 29위""",0
72,"최경주와 위창수 ""이틀 연속 신바람""",0
73,"'기사회생' 최경주 ""약속의 땅으로""",0
74,"존슨의 '넘버 1' 진군…""데이, 딱 기다려""",0
75,"안병훈의 피닉스전투 ""검투사 정신으로""",0
76,"데이 vs 존슨 ""캐나다 결투""",0
77,"최진호의 2승 ""무주공산 접수""",0
78,"매킬로이 8언더파 ""넘버 3의 역습""",0
80,"[골프토픽] '넘버 9' 스콧 ""퍼팅감 잡았어~""",0
81,"최경주의 꿈 ""통산 9승 GO~""",0
82,"[소니오픈] 노승열 '끌고', 최경주 '밀고'",0
83,"[소니오픈] 김시우 6언더파 ""출발 좋아~""(종합)",0
84,"컨트리가수 길 ""언더파를 친다고?""",0
