,Unnamed: 0,Title,Date,Category
107,7139,[아경 히트상품]삼성전자 '제트'…200W 강력 흡입 생활미세먼지 쏙,2019.12.19,4
108,7143,[아경 히트상품] 삼성전자 QLED 8K TV,2019.12.19,4
109,7142,[아경 히트상품] 삼성전자 그랑데,2019.12.19,4
110,23654,코스피 2190선 유지…코스닥은 하락세,2019.12.19,5
111,7145,'민간 외교관' 이재용,2019.12.19,4
112,7146,삼성전자 '갤노트10 5G' 아우라 화이트 1월3일 출시,2019.12.19,4
113,7147,"기계건조, 깨끗할까? 그런데 넌 참 자연스럽다",2019.12.19,4
114,7148,"삼성전자, 스페인 발렌시아에 '삼성 익스피리언스 스토어' 오픈",2019.12.19,4
115,34074,"수원시, 택시 불법행위 집중단속 벌인다",2019.12.19,8
116,1582,임영진·정문국 연임…신한금융 자회사 인사 '안정' 택했다,2019.12.19,3
117,1583,"[아경 히트상품]삼성 비스포크, 맞춤형 냉장고",2019.12.19,3
118,1584,"CJ ENM 오쇼핑, TV·냉장고 묶어 파는 렌털 주문 4만건 달해",2019.12.19,3
119,7141,[아경 히트상품]삼성전자 무풍에어컨 갤러리,2019.12.19,4
120,23660,코스피 2200선 회복…코스닥도 동반 상승,2019.12.19,5
121,23655,삼성 ‘반도체+바이오’ 투자 수혜! 美 FDA 임상2상 임박!,2019.12.19,5
122,23656,삼성전자 AI반도체 폭주! 정부 1조원투자 3000% 급등 종목 긴급공개!,2019.12.19,5
123,23657,개인·기관 매도세에 코스피 하락반전…2190선으로 떨어져,2019.12.19,5
124,7144,[아경 히트상품]삼성전자 더 세로,2019.12.19,4
125,23658,"2020년 코스피 2400 치솟아도…""시장이긴 유일무기, 퀄리티투자 계속뜬다""",2019.12.19,5
126,23659,12월 '인버스' 담은 개인…코스피 2200선 올라도 우울,2019.12.19,5
127,23664,삼성전자 AI반도체 폭주! 정부 1조원투자 3000% 급등 종목 긴급공개!,2019.12.18,5
128,34076,미래자동차 '상생모델' 만든다…중기부-현대·기아차 맞손,2019.12.18,8
129,34075,'국정 농단' 최서원 파기환송심서 박근혜 증인 요청 기각,2019.12.18,8
130,32578,"김현미 ""2024년까지 자율주행 핵심 인프라 전국 완비""",2019.12.18,6
131,23661,"코스피, 기관 팔자에 약보합 마감…2020선 탈환 실패",2019.12.18,5
132,23665,돌아온 외국인 반도체株 싹쓸이…삼성전자·SK하이닉스만 담았다,2019.12.18,5
133,23662,떠오르는 '마이크로 LED'…관련주 '들썩',2019.12.18,5
134,1585,미래자동차 '상생모델' 만든다…중기부-현대·기아차 맞손,2019.12.18,3
135,23671,"엔지스테크널러지, 멜콘 경영권 인수…""신성장 동력 확보""",2019.12.18,5
136,23670,"코스피, 외인 '사자'에 상승…2020선 회복",2019.12.18,5
137,23668,본 기사 놓치지 마세요. ‘외인 반도체 사랑’ 코스피 2200선 눈앞입니다.,2019.12.18,5
138,23667,"노무라證 ""韓 D램값, 2020년 1Q부터 오른다…3분기 바닥찍고 2020년 'V자 반등'""",2019.12.18,5
139,23666,"""HOT"" 반도체 상승 랠리 '시동' 걸었다, 수익률 폭발할 종목은?",2019.12.18,5
140,23669,"키움증권, 삼성전자와 SK하이닉스 주가 연계 ELS 출시",2019.12.18,5
141,23663,삼성 ‘반도체+바이오’ 투자 수혜! 美 FDA 임상2상 임박!,2019.12.18,5
142,7153,"갤럭시노트10 라이트, 드디어 나왔다",2019.12.18,4
143,7149,"삼성, 中바이두 AI칩 양산 파운드리 영역 대확장",2019.12.18,4
144,7154,"삼성전자 파운드리, 中 바이두 고성능 AI칩 만든다",2019.12.18,4
145,7152,"삼성전자·삼성물산, ""노조 문제로 실망줘 대단히 죄송"" 사과문",2019.12.18,4
146,7151,미래자동차 '상생모델' 만든다…중기부-현대·기아차 맞손,2019.12.18,4
147,7150,"삼성전자, 파운드리 맹추격戰",2019.12.18,4
148,23675,반도체 부품 대장주 다음 타자는 누굴까?,2019.12.17,5
149,23674,삼성 투자한 3000% 오를 핵심 시스템반도체!,2019.12.17,5
150,7156,D램 현물가 상승반전‥삼성전자 캐시카우의 부활,2019.12.17,4
151,23673,"[특징주]삼성전자·SK하이닉스, 52주 신고가 질주",2019.12.17,5
152,23672,"코스피, 외국인 매수세에 2200선 코앞까지 '껑충'…코스닥은 650선 회복",2019.12.17,5
153,7155,"소탈했던 큰 형님, 겨울비 맞으며 上南다리 건넜다(종합)",2019.12.17,4
154,34077,삼성 노조 와해 혐의… 이사회 의장·부사장 징역 1년6개월,2019.12.17,8
155,32579,"[다시 뛰자, 건설코리아]꺾이지 않는 세계경영 의지로…'하노이판 강남' 세우다",2019.12.17,6
156,7157,"태국 왓 아룬 사원에 간 팀쿡…""애플의 동남아 공략 신호탄""",2019.12.17,4
157,7165,'갤럭시 버즈+'의 등장…2020 글로벌 무선이어폰 더 뜨겁다,2019.12.16,4
158,7161,"이재용 부회장, 21일 사장단 회의",2019.12.16,4
159,33155,자금난에 휘청이는 중국 반도체 굴기…무리한 투자 부작용 속출,2019.12.16,7
160,23677,"엘오티베큠, 42억원 건신진공펌프 납품계약",2019.12.16,5
161,7158,구자경 LG회장 마지막길…최태원·정의선 등 조문 행렬(종합),2019.12.16,4
162,7164,"롯데하이마트온라인쇼핑몰, 12월 어메이징 10데이즈 진행",2019.12.16,4
163,7162,허창수·박용만·이재용 줄잇는 애도…李총리도 페북 통해 추모,2019.12.16,4
164,7160,연말연시 숨가쁜 재계…뒤숭숭한 인사철·내년 경영 전략 새판짜기,2019.12.16,4
165,23676,삼성 투자한 3000% 오를 핵심 시스템반도체!,2019.12.16,5
166,7159,"삼성엔지니어링, 계열사 매출 확 줄였다",2019.12.16,4
167,23679,재이슈! “5G 상용화” 2차 급등 유망株 TOP10,2019.12.16,5
168,23680,죽지 않았다 바이오...'부활 예감' 바이오 관련주는?,2019.12.16,5
169,7163,자금난에 휘청이는 중국 반도체 굴기…무리한 투자 부작용 속출,2019.12.16,4
170,23678,"[특징주]S&K폴리텍, 소·부·장 집중 육성에 100% 자회사 상장차액 '대박' 기대",2019.12.16,5
171,23681,"액트로, 스마트폰 카메라 액추에이터도 적용 확대 수혜",2019.12.15,5
172,23682,"외국인, 5주만에 순매수 전환…코스피 사고 코스닥 팔고",2019.12.15,5
173,7166,구자경 LG 명예회장 장례 이틀째…문재인·이재용 등 정재계 애도(종합),2019.12.15,4
174,23683,월요일 100% 터질 삼성이 834조원 투자 받은 핵심 반도체  > 종목확인,2019.12.15,5
175,7167,구자경 LG 명예회장 장례…이재용·박용만·허창수 빈소 방문,2019.12.15,4
176,7168,"삼성전자, 캐나다도 뚫었다…4G·5G 통신장비 공급",2019.12.15,4
177,7169,2020년 삼성의 스마트폰 선두타자는 '갤럭시A51',2019.12.14,4
178,7170,"삼성 파운드리, 올해 글로벌점유율 20% 어렵다",2019.12.14,4
179,7172,KISA 오프라인 사이버보안 훈련장 구축…年400명 넘게 다녀가,2019.12.13,4
180,23684,미·중 무역합의에 외인·기관 '환호'…코스피 2170 '회복',2019.12.13,5
181,34078,"'에버랜드 노조 와해 혐의' 강경훈 삼성전자 부사장, 1심서 실형…법정구속은 면해",2019.12.13,8
182,23686,[무료공개] 시장규모 5조원! 해외 수출 시작한 바이오+핵심반도체 반등 전격 시작!,2019.12.13,5
183,23687,젬백스지오 추가 급등 하나? 금요일 분수령,2019.12.13,5
184,23688,"내년 10대 그룹 계열사 영업익, 올해보다 30% 껑충",2019.12.13,5
185,23689,"코스피, 미·중 1단계 무역합의 소식에 '환호'",2019.12.13,5
186,1587,"""美中 무역전쟁 불안감 해소, 내년 우리경제에 긍정 작용""",2019.12.13,3
187,7173,'프리미엄스럽다'…삼성 갤럭시A51 공개,2019.12.13,4
188,23685,삼성 투자한 3000% 오를 핵심 시스템반도체!,2019.12.13,5
189,34080,'삼성에버랜드 노조 와해' 오늘 1심 선고,2019.12.13,8
190,7171,"삼성전자, 中 반도체 공장에 9.5兆  추가 투자",2019.12.13,4
191,34079,[속보] '에버랜드 노조 와해' 강경훈 삼성전자 부사장 징역 1년4개월,2019.12.13,8
192,1586,"조성욱 공정위원장 ""대·중소기업 상생협력은 '시혜' 아닌 '생존' 문제""",2019.12.13,3
193,7174,"삼성전자, 中시안 반도체 공장에 9.4조 추가 투자…초격차 확대",2019.12.12,4
194,7177,"[단독]삼성전자 차세대 갤폴드, 발렌시아가와 맞손",2019.12.12,4
195,7175,"과기정통부, 2019년 '우수과학자 포상' 통합시상식 개최",2019.12.12,4
196,7176,"삼성전기, AI 스마트 팩토리 만든다",2019.12.12,4
197,23690,미국 금리 덕에 외국인 5000억 사자마자 코스피 1.5%↑…'2137',2019.12.12,5
198,7179,"1위 삼성 쫓는 2위 화웨이…""점유율 격차 3%P 축소""",2019.12.12,4
199,23691,삼성 투자한 3000% 오를 시스템반도체!,2019.12.12,5
200,23692,젬백스지오 추가 급등 하나? 금요일 분수령,2019.12.12,5
201,23693,재이슈! “5G 상용화” 2차 급등 유망株 TOP10,2019.12.12,5
202,23694,‘시총 세계 1위’ 아람코 상한가… 초대박 국내 수혜주 TOP,2019.12.12,5
203,23695,美연준 2020년 금리동결 시사…코스피 '2130' 돌파·코스닥 1%↑ '눈앞',2019.12.12,5
204,7178,"재계, 한한령 완전해제 기대감 ""민간투자 활성화""",2019.12.12,4
205,7180,"삼성전자, 서울 홈·테이블데코페어서 라이프스타일 가전 전시",2019.12.12,4
206,7181,"LG유플러스, 매장 5G 임대폰 대여 서비스 첫 선보여",2019.12.12,4
207,7182,오리무중 삼성 사장단 인사…이번주 단행하나,2019.12.11,4
208,7183,라이프스타일 중심으로…삼성TV 대변화 예고,2019.12.11,4
209,7184,시스템반도체·바이오·미래차 중소·벤처 키우기…벤츠·삼성·ARM도 힘 보탠다,2019.12.11,4
210,7185,"삼성전자, 서울 지하철 90개 역사에 '스마트 사이니지' 설치",2019.12.11,4
211,7186,'직장인의 꿈' 임원 자리 매년 감소…삼성 4년새 356명 줄어,2019.12.11,4
212,33156,"""삼성 중국 공장 철수로 지역경제 엉망…60%가 문닫아""",2019.12.11,7
213,1588,"전자랜드, 연말까지 'IT 선물전' 진행",2019.12.11,3
214,1589,'시스템반도체 융합얼라이언스 세미나' 개최…미래 유망 기술로드맵 공유의 場,2019.12.11,3
215,33157,"베트남 교민들, 고 김우중 전 회장 애도 물결",2019.12.10,7
216,7194,"필립 르포르 주한프랑스대사 ""佛 경제성장 비결, 기업환경 개선·투자유치""",2019.12.10,4
217,34082,"손경식 ""故김우중, 초고속 성장시대 대표 경영인…경제성장 공헌""",2019.12.10,8
218,34081,"故김우중 장례 첫날 조문행렬 ""고도성장기 대표 경영인…韓경제 공헌""(종합)",2019.12.10,8
219,7192,"詩쓰고 고민 상담도…AI, 문화콘텐츠에 담기다",2019.12.10,4
220,7193,미국의 反화웨이 피해자는 샤오미,2019.12.10,4
221,7191,"LG전자, '外産가전 무덤' 日서 8K OLED TV 도전장",2019.12.10,4
222,7190,"정의선·조원태·정용진…故김우중 장례 첫날, 재계 조문 이어져",2019.12.10,4
223,7189,"손경식 ""故김우중, 초고속 성장시대 대표 경영인…경제성장 공헌""",2019.12.10,4
224,7188,박용만 회장 장모상…나경원·정의선 등 이틀째 정재계 조문행렬,2019.12.10,4
225,7187,"故김우중 장례 첫날 조문행렬 ""고도성장기 대표 경영인…韓경제 공헌""(종합)",2019.12.10,4
226,36798,"詩쓰고 고민 상담도…AI, 문화콘텐츠에 담기다",2019.12.10,9
227,34085,관악구 ‘2019 낙성벤처밸리 데모데이’ 성료,2019.12.09,8
228,34083,'삼바 분식회계 증거인멸' 삼성 임직원 1심서 실형 선고(종합),2019.12.09,8
229,34084,'삼성바이오 증거인멸' 삼성 임직원들에 실형 선고(상보),2019.12.09,8
230,7200,"롯데하이마트, 31일까지 히트상품 연말정산 대전 진행",2019.12.09,4
231,7201,'갤럭시A51'은 미리보는 '갤럭시S11',2019.12.09,4
232,7199,"삼성전자, 세계 6위 초대형 크루즈선에 '초대형 LED 사이니지' 공급",2019.12.09,4
233,7198,"이재용 부회장, 7년 만에 CES 참석",2019.12.09,4
234,7197,"내년 삼성전자 경영전략은…조직은 '안정', 사업은 '기술 초격차'",2019.12.09,4
235,7196,'대한민국 엔지니어상' 하반기 여성수상자 선정,2019.12.09,4
236,7195,박용만 회장 장모상…문희상·윤부근·황각규 등 정재계 조문행렬,2019.12.09,4
237,7204,"""사람을 이해하는 조명""‥삼성전자 C랩, 미래를 지원하다",2019.12.08,4
238,7205,"삼성전자, 의류케어 가전 해외서 잇단 호평",2019.12.08,4
239,7206,"KT, 5G체험공간 '일상이상' 개장",2019.12.08,4
240,23711,"외국인, 4주 연속 순매도…코스피 팔고 코스닥 사고",2019.12.08,5
241,7203,베트남 韓기업 '물류비' 걱정 뚝…'하노이' 상생모델 만든다,2019.12.08,4
242,7202,"티몬, 삼성전자 '더 플레이트' 온라인 첫 할인 프로모션",2019.12.08,4
243,1590,베트남 韓기업 '물류비' 걱정 뚝…'하노이' 상생모델 만든다,2019.12.08,3
244,23696,"외국인, 4주 연속 순매도…코스피 팔고 코스닥 사고",2019.12.08,5
245,33158,베트남 韓기업 '물류비' 걱정 뚝…'하노이' 상생모델 만든다,2019.12.08,7
246,7209,2021년 '완전무선' 아이폰 등장할까,2019.12.07,4
247,7208,삼성전자·SK하이닉스 내년에는 실적 반등할까,2019.12.07,4
248,1591,"""韓 체감경기 한파주의보""…GDP물가 20년만에 최저",2019.12.07,3
249,7207,"SK하이닉스, 반도체 경쟁력 강화…'개발제조총괄' 신설",2019.12.07,4
250,34086,이재용 파기환송심에 손경식 CJ회장 증인 채택,2019.12.06,8
251,23716,"[특징주]큐에스아이, 내년 마이크로LED 시대 개막에 '강세'",2019.12.06,5
252,23715,"[기자수첩]김성주 ""KIC 전주이전"" 주장...선거에 휘둘리는 금융선진화",2019.12.06,5
253,23714,통신株 느리지만 탄탄한 상승세 기대,2019.12.06,5
254,23713,"제2의 신라젠, 5000만원 벌었어요. 감사합니다.",2019.12.06,5
255,23712,22거래일 만에 돌아온 외국인…코스피·코스닥 1% 이상 상승마감,2019.12.06,5
256,23701,"[특징주]큐에스아이, 내년 마이크로LED 시대 개막에 '강세'",2019.12.06,5
257,23700,"[기자수첩]김성주 ""KIC 전주이전"" 주장...선거에 휘둘리는 금융선진화",2019.12.06,5
258,7210,글로벌 무선이어폰 年 90% 성장…내년 2억3천만대 이를 듯,2019.12.06,4
259,7211,삼성전자 글로벌 5G폰 시장 압도…점유율 74%,2019.12.06,4
260,7212,"이니셜DID연합 ""모바일 전자증명 활성화 박차""",2019.12.06,4
261,23697,22거래일 만에 돌아온 외국인…코스피·코스닥 1% 이상 상승마감,2019.12.06,5
262,23698,"제2의 신라젠, 5000만원 벌었어요. 감사합니다.",2019.12.06,5
263,23699,통신株 느리지만 탄탄한 상승세 기대,2019.12.06,5
264,34087,"박근혜 ‘국정원 특활비’ 사건, MB·이재용 재판부에 배당",2019.12.06,8
265,23720,"코스피, 기관 매물 늘며 상승폭 반납",2019.12.05,5
266,23721,"코스피, 사흘 만에 반등…20일 동안 5조 판 외국인 '사자'",2019.12.05,5
267,23705,"코스피, 기관 매물 늘며 상승폭 반납",2019.12.05,5
268,23719,20일째 5兆 내다판 외국인… 언제까지?,2019.12.05,5
269,23718,▶ 美中 무역합의 근접… 초대박 수혜주 TOP 5,2019.12.05,5
270,23717,"외국인 21일째 순매도…코스피, 2070선까지 후퇴",2019.12.05,5
271,23706,"코스피, 사흘 만에 반등…20일 동안 5조 판 외국인 '사자'",2019.12.05,5
272,23704,20일째 5兆 내다판 외국인… 언제까지?,2019.12.05,5
273,23703,▶ 美中 무역합의 근접… 초대박 수혜주 TOP 5,2019.12.05,5
274,23702,"외국인 21일째 순매도…코스피, 2070선까지 후퇴",2019.12.05,5
275,7213,PC와 모바일 장점만 모았다…갤럭시 북 S 2차 예판 돌입,2019.12.05,4
276,7214,"한·중기업인 ""양국 경제협력 강화하자""…'공동선언문' 발표",2019.12.05,4
277,1595,"국표원, '2019 해외무역기술장벽 대응인의 날' 개최…소통·화합의 場",2019.12.04,3
278,36799,"""올해의 인물, 펭수·백종원·손흥민·이재용""",2019.12.04,9
279,34088,"""1조300억 과징금 정당""… 퀄컴, 공정위 상대 패소",2019.12.04,8
280,1592,"중기부, 내년 '국립공고 AI특화교육' 시범운영",2019.12.04,3
281,1593,"""퀄컴 1조원 과징금 부과 정당""…법원, 공정위 손 들어줘",2019.12.04,3
282,1594,카드사 CEO 임기 줄줄이 만료…연임 여부 ‘촉각’,2019.12.04,3
283,34089,"중기부, 내년 '국립공고 AI특화교육' 시범운영",2019.12.04,8
284,23723,섀도보팅 폐지 후 주총 불발 위기감 커져…전자투표 실효성 논란도,2019.12.04,5
285,7221,격변의 애플…아이폰 1년에 2번·총 4종 출시설,2019.12.04,4
286,23722,中 왕이가 왔다…들썩이는 한류株,2019.12.04,5
287,23708,섀도보팅 폐지 후 주총 불발 위기감 커져…전자투표 실효성 논란도,2019.12.04,5
288,23707,中 왕이가 왔다…들썩이는 한류株,2019.12.04,5
289,7215,"퀄컴 ""대법원 즉각 상고…1조원대 과징금 정당하지 않아""",2019.12.04,4
290,7216,"""내년 반도체시장 훈풍"" 삼성·SK하이닉스 '닥공 투자'",2019.12.04,4
291,7217,"중기부, 내년 '국립공고 AI특화교육' 시범운영",2019.12.04,4
292,7219,"국표원, '2019 해외무역기술장벽 대응인의 날' 개최…소통·화합의 場",2019.12.04,4
293,7220,삼성과 5G폰의 힘…침체기 韓 스마트폰 시장 반등,2019.12.04,4
