,Title,label
5907,연휴 트래픽 '이상무'…이통3사 비상 인력 가동,0
5922,"SKT-삼성전기, 사물인터넷 상호 협력 MOU",1
5934,"""빅데이터 역량 결집해 창업성공률 높인다""",0
5971,LGU+ 다단계 판매 '오늘' 제재…이통업계 '촉각',0
5985,"보조금·요금할인 ""뭐가 더 쌀까?""…비교 쉬워진다",0
6013,아이폰6s 국내 망연동 테스트 시작…1차 출시국 될까,0
6067,나홀로 사면…최태원 회장 '경제활성화' 부응할까(종합),0
6080,"데이터중심요금제 가입자 10% 돌파…""통신비 절감 효과 있다""",1
6099,"[컨콜]SKT ""올 중간배당, 1000원으로 결정…연간 배당도 검토""",1
6103,"SKT, 2분기 매출 4조2557억원…전년比 1.2%↓(종합)",-1
6111,"SKT, '갤럭시 폴더' 2종 출시…""폴더에 스마트를 더하다""",1
6112,"보이스피싱 피해, '대국민 피해예방 문자'로 막는다",0
6117,"[르포]싱글족 위한 도시락 카페, 세븐일레븐 창조경제 편의점 가보니…",0
6119,해외 여행시 로밍 '요금 폭탄' 안 맞으려면?,0
6140,삼성전자 '엣지몰이'…S6 엣지 출고가 10만원 인하,0
6155,이통사 직영점 '추가 지원금' 합법화…유통망 전면전 예고,1
6156,"SKT, T스마트청구서 기능·디자인 대폭 강화",1
6178,"SKT, 직원 1500여명 '메르스 극복 헌혈 릴레이' 나서",1
6183,올 연말 서울 지하철서 1Gbps 인터넷 터진다,1
6227,"'무제한 데이터' 눈속임 美 AT&T, 1억달러 벌금",0
6240,메르스 변수에 SKT 영업정지 미뤄지나,0
6246,10대그룹 상장사 5곳 중 1곳 外人 지분율 오너보다 높아,0
6276,"""다시 내 차례""…KT, '데이터 요금' 재반격 나섰다",0
6349,"외국인 명의도용 선불폰 가입 SKT, 과징금 35억6000만원 부과<1보>",-1
6373,"[컨콜]SKT ""제4이통, 정부 방침 통보 아직 안받아""",-1
6391,'단말기 지원금 대신 요금할인' 가입자 15배 증가,1
6401,"SKT, 데이터 로밍 정액제 T로밍 LTE패스 출시",1
6419,"한국 스마트로봇, 중남미 시장 진출",0
6426,"이통3사, LG G4 예약판매 돌입…'혜택·이벤트' 듬뿍",1
6434,"'LG G4' 22일부터 이통3사 예판…""액정 무상교체""",1
6444,'갤S6'로 승부 건 KT…지원금 '상한액 수준' 올려,0
6447,"""엣지 없습니다"" S6 품귀에 이통사 이벤트도 '연장'",1
6480,"LG유플러스, 용산 신사옥 시대",0
