,Title,label
137,"IT기업 화상면접 현장 찾은 이재갑 장관 ""언택트 채용 확산돼야""",0
138,"3월 수출 코로나 타격은 '맛보기'…""이달부터 보릿고개""(종합2)",0
139,"""韓, 실업률 5%까지 치솟을 가능성…2Q 경기침체 우려""",-1
140,"""못 참겠다"" 강제 집콕에 지친 사람들…차박 캠핑으로 탈출",0
141,코로나에 車 내수 판매 감소…캐피털사도 노심초사,0
142,"이노션, 싱가포르·인도네시아 법인 신설…아세안 국가 광고시장 공략 본격화",1
143,"현대캐피탈, 기아차와 '굿스타트 프로그램'…""6개월간 월납입금 NO""",0
144,코로나發 기업경기 쇼크…메르스·금융위기 때보다 낙폭 커 (종합),1
145,中이어 국내 공급망 흔들…제조업 추가 타격 불가피,0
146,"캔버스 월드와이드, 애드위크 선정  ‘가장 떠오르는 미디어 회사’ 수상",1
147,"[위크리뷰]정부, 코로나19 조기 종식 총력…무역금융 3兆 더 푼다",0
148,"""우려가 현실로""…코로나 악재에 2월 수출도 '빨간불'(종합)",-1
149,1월 자동차 생산·판매·수출 '트리플 감소'…코로나19 영향도,0
150,"현대캐피탈 ""니로EV·쏘울EV, 최저 2.9%금리로 구매하세요""",0
151,"정부, 中 공장 재가동 협의·국산화 지원…현장선 ""역부족""(종합)",0
152,"'배구광' 오너들의 의기투합…정태영·조원태 ""선의의 화제 만들자""(종합)",0
153,"이노션, 현대·기아차 광고로 1억 美관중 홀려…선호도 2·8위 기록",0
154,"딜카, 국내 최초 중고차 구독 서비스 '딜카 클럽' 출시",1
155,"현대캐피탈, 신차구매 프로모션…""뉴그랜저, 36개월 할부 금리 3%""",0
156,미래자동차 '상생모델' 만든다…중기부-현대·기아차 맞손,1
157,"현대카드, 프리미엄 카드 '더 레드 에디션4' 출시",1
158,"""계속 오르는 차보험료, '순정부품' 폭리 때문…약관 개정해야""",-1
159,KB금융그룹배 여자아마추어 골프대회…이예원 등 접전 예고,0
160,"이동걸 산은 회장 ""한국GM노조 연봉인상 파업…대단히 우려스럽다""",-1
161,"현대캐피탈, 10x10할부 등 현대·기아차 특화 전용 프로그램 내놔",0
162,전기차-충전기 제조사와 함께하는 '상호운용성 테스티벌',0
163,"현대카드, 국내 카드사 최초 원화 그린본드 발행…2400억 규모",1
164,"이 총리 ""광주형 일자리 성공 위해 전담지원조직 출범""",1
165,법인세 예납 법인 첫 감소·실적 악화…올해 법인稅收 '비상',0
166,"현대캐피탈, 8월 기아車 구매 고객 특별 프로모션 진행",1
167,"日자동차부품 4개사, 韓업체 납품 담합 적발…92억원 과징금 '철퇴'",-1
168,K5ㆍ올뉴 말리부ㆍBMW 520d 등 4만2000여대 리콜,0
169,"한국씨티은행, 휴가철 맞이 풍성한 혜택",0
170,현대캐피탈 7월 자동차금융 프로모션 진행,0
171,랜드로버 디스커버리4ㆍ재규어 XJ 등 2만대 엔진 재리콜,0
172,"현대해상, '커넥티드카-UBI 특약' 기아차로 확대",1
173,"김상조, 기아차 광주공장 방문‥…""조선산업 어려움 되풀이하지 말아야""",0
174,"완성차 1명 짐쌀때, 협력사는 2명 나갔다",1
175,"러우진첸 장쑤성 당서기, 韓 4대그룹 만나…中 고위급 잇달아 방한",0
176,'시스템반도체 팹리스' 후속조치 본격화…현장과 소통행보 시작,1
177,"이재갑 ""지역 일자리 문제 해결, 지역이 주도·중앙은 뒷받침""",-1
178,"현대캐피탈, 기아車 저금리 할부 프로모션 진행",0
179,"현대캐피탈, 여신금융 최초로 3000억 규모 그린본드 발행",1
180,카드 수수료율 논란에도…금융위 '모니터링하겠다'만 반복(종합),-1
181,카드 수수료·노동이사제…금융위 '뭇매',0
182,"현대차-카드사, 수수료율 갈등 마무리…삼성·롯데카드 협상 완료",0
183,"비씨카드-현대차, 수수료 협상 타결…“고객 불편 우려”(종합)",-1
184,"비씨카드, 현대·기아차와 가맹점 수수료 협상 타결",0
185,"현대차, KB·현대 등 카드사와 수수료율 협상 타결…신한·삼성 협상중",0
186,현대·기아차 신용카드로 못 산다…수수료율 갈등 소비자에 ‘불똥’,-1
187,수수료율 갈등 현실로…현대·기아차 “카드 수수료 인상 늦춰라”,-1
188,"기아車, 비정기 생산직 채용절차 중단…""인건비 부담""",-1
189,"현대캐피탈, 2억 스위스프랑 규모 그린본드 발행",0
190,"[포토]김현종 본부장, 美 상원의원과 '車 232조' 면담",0
191,상승대로 올라탄 수소차 관련주…두달새 200% 이상 오르기도,1
192,"[단독]작년 노사분규 12년 만에 최다, 갈등 커졌다",0
193,'지상 최대 가전쇼' 핫 키워드는 5G·로봇·TV·AI,1
194,K3·싼타페·QM6 등 국내 모든 신차 실내공기질 '합격점',0
195,[부고]이준석 신한은행 대치역 지점장 부친상,0
196,조선업에 이어 車 부품기업에 3.5조원 자금지원…제조업 활력회복에 '올인',1
197,자금난 겪는 車 부품기업에 3조5000억원 긴급 수혈,0
198,"수은, 자동차 부품기업 해외법인 2곳에 지분투자",0
199,"취임 첫 현장방문 나선 홍남기 부총리 ""탄력근로제 확대 할 것""",1
200,11월 車 내수↓ 수출·생산↑…수소·전기 등 친환경차 약진,0
201,"""車수출 9년만에 10% 밑으로 붕괴""…역대 최대 수출의 민낯(종합)",1
202,역대 최대 수출의 민낯…“車수출 9년만에 10% 밑으로 붕괴”,1
203,'국익 위한 최대 조합 찾기'…CPTPP 가입 신중론,1
204,은행·대기업 줄줄이 부도…1997년 IMF에 구제금융 요청,0
205,"위기극복 위해 머리 맞댄 車업계…현대차, 3700억 협력사 금융지원(종합)",1
206,홍남기 경제부총리 후보자가 해결해야 할 3가지 과제,0
207,혁신성장 보완·고용절벽 해소…어깨 무거운 차기 경제부총리,1
208,반도체 ‘주춤’·車 ‘추락’·조선 ‘부진’…성장동력 꺼지나,1
209,3분기 車업계 수출 실적 살펴보니…7·9월 하락하고 8월만 찔끔 상승,1
210,"공정위 재취업자 17명, 200회 이상 공정위 들락거렸다",0
211,은행들 車부품사 여신 놓고 고심,0
212,삼성전자·현대차·기아차...글로벌 100대 브랜드로 선정(종합),1
213,[씨마르는 전문인력]조선·해양·차까지…업황 죽쑤니 전공도 기피,0
214,"김영주 ""노동 편드는 건 장관의 업무…최저임금 문제는 국회서 논의""",-1
215,"김현미 장관 ""과열지역에 안정화 대책 지속…공시지가, 시가 반영하겠다""(종합)",0
216,"김현미 장관 ""車 화재사고 연구 인력·제도 후진적…손·발 없는 상태""",-1
217,"BMW 화재에도 수입車 판매 불티…""폭스바겐·아우디 탄다""",1
218,"노동개혁위 ""전교조 법외노조·현대기아차 불법파견 문제 조속 해결""",-1
219,[위크리뷰] '내우외환' 한국경제…기업 기 살리기 나선 정부,0
220,포천 500대 韓 기업 16곳…SK하이닉스·KB금융·CJ도 진입,0
221,"美 자동차 관세 공청회, 김현종 파견 부당성 알리기",0
222,"산업부, 12대 기업 CEO 간담회…투자·일자리 확대 민관 소통채널 구축",1
223,"설비투자 쓸 돈, 상당수 주주배당으로 빠졌다",0
224,[文정부 동반성장지수]협력사에 653억 인센티브·1만5천명 연봉 10% 올려준 기업들,1
225,"[文정부 동반성장지수]삼성전자 '최우수', 오비맥주 '미흡'(종합)",1
226,"김현종, 유럽서 EU 철강 세이프가드 저지…'통상외교' 행보",0
227,"산업부, 美 자동차 232조 발동 관련 민관간담회 개최",1
228,기아차 카니발(YP) 22만4000대 리콜,0
229,4월 수입차 판매 24.4%↑…폭스바겐·아우디 판매 재개 영향,0
230,"김상조-10대그룹 간담회에 현대차 노조 기습시위 ""재벌 구속해달라""",0
231,"삼성·SK에 소송 건 美 로펌 '하겐스 버만', 현대차·대한항공엔 승소",-1
232,기아 모닝ㆍ현대 아이오닉 하이브리드 등 23만대 리콜,0
233,"엘리엇, 현대자동차에 '집중투표제' 요구",0
234,"최종구 ""한국GM 협력사 자금지원 챙겨달라"" 은행장 당부",1
235,"김상조 ""대기업들, 상생 통해 2차 이하 협력사 경영개선도 도와야""",1
236,"국내 30대 기업 평균 연봉, 8300만원…남성이 3000만원 더 받아",0
237,"지배구조 개선 나선 현대차…공정위도 ""긍정적""",1
238,"현대캐피탈 카셰어링 플랫폼 '딜카', 제휴 렌터카 회사와 상생 협약식 개최",1
239,쏘나타·재규어·페라리·푸조·BMW 등 9710대 리콜,0
240,"안중구 대우전자 대표 ""올해 흑자전환 목표...향후 전장사업에도 진출""",1
241,"""제2의 GM·쌍용차 될라""…금호타이어 해외매각 논란",-1
242,국가대표 산업이 사라진다…韓제조업 총체적 난국,0
243,1월 자동차 생산·내수·수출 모두 상승…조업일수 증가 영향,1
244,"""4대기업 중 삼성만 지배구조 개편안 無""…압박수위 높이는 김상조(종합)",0
245,"공정위의 압박…""4대그룹 중 삼성만 지배구조 개편안 발표 안해""",0
246,LG도 '주52시간 시범운영'…이달부터 전자·IT 업계 속속 합류 전망,0
247,"[삼성, 찬사 vs 억측]브랜드 가치 100조원·세계 4위",0
248,[데스크칼럼]9988과 9988234,0
249,오늘 읽어야 할 아경 종합뉴스 Top10,0
250,"백운규 장관 ""미래車 성패, 융합형 인재 양성에 달려있어""",0
251,"CES 찾은 구자열 LS그룹 회장 ""중국이 한국 추월…투자·파트너십 확대해야""",1
252,자율주행 택시·길 안내 로봇…스마트시티가 온다,0
253,[신3고]원화·금리·유가 고공행진…韓경제 수출 '비상',0
254,"[클릭 e종목]""中 철강 가격 강세로…포스코 실적 개선 지속""",1
255,"[금한령 해제 한 달]""성수기에도 중국인 예약자 찾기 쉽지 않습니다""…호텔은 아직도 찬바람",0
256,"11월 車 실적, 중·소형 판매부진에 생산·내수·수출↓",-1
257,[乙의 甲질]乙의 갑작스런 여론몰이…'적폐 프레임'에 빠진 재계,0
258,"현대해상, 차선이탈경고시스템 갖춘 자동차 보험료 3.3% 할인",1
259,기아 모하비 엔진오일 누출 우려…1만6951대 리콜,-1
260,[트럼프發 세금폭탄]투자요구 들어줬더니 이번엔 稅폭탄…아메리카 퍼스트의 저주,0
261,10월 車 생산·판매·수출 '뚝↓'…영업일수 감소 탓,0
262,"[트럼프 청구서]앞뒤 안맞는 무역불균형 논리…산업계 ""對美투자·고용확대 주목해야""(종합)",1
263,"통상 앞엔 냉정한 비즈니스맨…""트럼프 '心'을 훔쳐라""",0
264,기아차 봉고3·카니발 디젤 3만여대 리콜,0
265,"현대기아차 아이오닉·스포티지, 美안전도 평가 최고등급",1
266,"[완성차 10월 판매]현대기아차, 회복 언제쯤…수출 8%↓(상보)",1
267,"[완성차 10월 판매]현대기아차, 62만5353대 글로벌 판매…전년대비 7%↓(1보)",0
268,"[완성차 10월 판매]기아차, 내수·수출 10%↓…""근무일수 감소 영향""(상보)",0
269,"[완성차 10월 판매]기아차, 23만1275대 판매…전년比 10%↓(1보)",0
270,"[영업이익의 재발견]너무 다른 電車군단…현대기아차, 수익성 내리막길 왜",1
271,"압축 성장한 현대차, 이원희 사장 ""이제는 근본 변화 필요하다""",1
272,"[韓中 사드합의]""요우커 돌아온다""…양국 해빙무드에 업계 '기대감'(종합)",1
273,화학·반도체 호조지속…수출편중은 우려(종합),-1
274,"기아차, 한국시리즈 MVP 양현종 선수에게 '스팅어' 전달",0
275,"현대모비스, 3분기 영업익 25% 급감…5444억(상보)",-1
276,"[현대기아차 실적 비상]현대차, 순이익 2분기 연속 1조원 바닥",1
277,前노조 위원장 반성문 물어뜯기 바쁜 現노조,0
278,"[기아차 컨콜] ""3Q, 통상임금 소송으로 충당금 9777억원 반영""",-1
279,"현대차, 3분기 영업익 1.2조 전년비 13%↑…""작년 파업 기저효과""(상보)",1
280,"현대차그룹, 협력사 스마트공장 추진 발대식 개최",1
281,[3대 노동현안 논란②통상임금]GDP 32조원 손실…판결 따라 희비 극명,-1
282,통상임금發 충담금 실적 희비…기아차 울고 금호타이어 웃고,0
283,"[완성차 10월 판매]기아차, 내수·수출 10%↓…""근무일수 감소 영향""(상보)",0
284,"[완성차 10월 판매]기아차, 23만1275대 판매…전년比 10%↓(1보)",0
285,"[영업이익의 재발견]너무 다른 電車군단…현대기아차, 수익성 내리막길 왜",1
286,"압축 성장한 현대차, 이원희 사장 ""이제는 근본 변화 필요하다""",1
287,"[韓中 사드합의]""요우커 돌아온다""…양국 해빙무드에 업계 '기대감'(종합)",1
288,화학·반도체 호조지속…수출편중은 우려(종합),-1
289,"기아차, 한국시리즈 MVP 양현종 선수에게 '스팅어' 전달",0
290,"현대모비스, 3분기 영업익 25% 급감…5444억(상보)",-1
291,"[현대기아차 실적 비상]현대차, 순이익 2분기 연속 1조원 바닥",1
292,前노조 위원장 반성문 물어뜯기 바쁜 現노조,0
293,"[기아차 컨콜] ""3Q, 통상임금 소송으로 충당금 9777억원 반영""",-1
294,"현대차, 3분기 영업익 1.2조 전년비 13%↑…""작년 파업 기저효과""(상보)",1
295,"현대차그룹, 협력사 스마트공장 추진 발대식 개최",1
296,[3대 노동현안 논란②통상임금]GDP 32조원 손실…판결 따라 희비 극명,-1
297,통상임금發 충담금 실적 희비…기아차 울고 금호타이어 웃고,0
298,[2017국감]삼성전자 등 시총 상위 100대 기업 8년간 현금성 자산 증가율 350%,1
299,"9월 車 실적, 기저효과'로 '생산·내수·수출' 모두 증가",1
300,"[르포]운전석에서 수화(手話) 했더니…車 ""목적지로 안내합니다""",0
301,"월 14만원에 스팅어를…기아차, '스팅어 마이 플랜 프로그램' 실시",0
302,"[완성차 9월 판매]현대기아차, 글로벌 65만3249대 판매…내수 44%↑(상보)",0
303,"[완성차 9월 판매]현대기아차, 65만3249대 글로벌 판매…전년比 4.9%↑(1보)",0
304,너의 이름은…자동차 작명법의 세계,0
305,"[車 이슈점검]현대기아차, 사드가 정말 문제일까",-1
306,"[車 이슈점검]회사 설립 후 처음, 기아차 잔업 없앤 이유",0
307,"[한미FTA개정 산업계 파장]車업계, 관세 부활 우려 ""가격경쟁력 떨어질 것""",-1
308,"현대기아차, 9월 美서 11만1211대 판매…전년比 5.0%↓",0
309,한미 FTA 협상 전쟁 시작…내년 초 개시 전망(종합),0
310,韓·美 '운명의 날'…FTA 2차 공동위 특별회기 주목,1
311,"[文정부,기업환경 점검]中사드보복에 美수입규제…G2에 시름깊은 기업들",0
312,"[新사노공상]노=친노조 정책 강화하는 정부, 답답한 기업들",1
313,"[車 맞수 경쟁]1인용 차 G70, 가족에 어울리는 스팅어",0
314,"아이젠카, 장기렌트카·자동차리스 9월 마지막 25% 특가 마감 임박",0
315,문정부 정책투명성 요청한 외투기업,0
316,[위기의 산업현장]파리바게뜨發 도급쇼크…자칫하단 모두 불법파견,-1
317,"현장노동청, 제1호 국민 제안·진정 13일 만에 해결",0
318,"멕시코 진출 韓 기업들, ""지진피해 보고 없어…상황 예의주시""",1
319,"현대캐피탈, 자동차 이용프로그램 '가을맞이 프로모션' 진행",0
320,"현대차, 美판매법인 신임 CEO에 이경수씨",0
321,"""韓기업, 중국發 리스크에 '신용등급' 더 오르기 어렵다""",-1
322,8월 車 생산·내수·수출 모두 증가…파업에 따른 기저효과,1
323,"가맹점주협의회, 오늘 프랜차이즈법 개정 방향 내놓는다",0
324,"시간 없어 운동 못해? '리프레쉬클럽'에서 원하는 가격, 원하는 장소에서!",0
325,[제 발등찍는 G2]'성공적' 사드보복 …이면엔 생계위협받는 中근로자들,1
326,[제 발등찍는 G2]한국산 車·鐵치려다 자국기업에 '자해'비판받는 美,0
327,"백운규 장관 ""자동차업계 투자 걸림돌 적극 발굴·해소""",0
328,오늘 읽어야 할 아경 종합뉴스 Top10,0
329,"현대카드, 경차전용카드 신상품 2종 출시…""유류세 자동 환급""",1
330,"산업부, 자동차업계 지원…내달 4일 장관 주재 간담회",0
331,[2017 취업학 개론]①블라인드 채용에 취준생도 '블라인드' 신세,0
332,"산자위 ""기업 해외이전 우려""…백운규 ""두달내 대책 마련""",-1
333,"현대기아차, 상반기 세계 친환경차 판매 2위…""2020년 목표 3년 앞당겼다""",0
334,"광주은행, 中 무석시 사무소 연내 문 연다",0
335,"[韓경제 성장축 5대그룹 위기]위기의 삼성, 오너 부재 엎친데 中 저가공습 덮쳤다",1
336,오늘 읽어야 할 아경 종합뉴스 Top10,0
337,"현대캐피탈, '자동차 이용프로그램' 8월 특가 프로모션 진행",0
338,사드충격에 토종약진에…자동차부품 對中수출 '악재의 연속',-1
339,지난해 자동차 리콜 20% 증가…화장품도 370%,1
340,"[文-재계 만남 둘째날]기업들, 내주부터 쉽지않은 '포스트 간담회'숙제 풀기",0
341,"[文-재계 만남 첫날]재계, 文 대통령에 美보호주의·中사드보복 어려움 호소",-1
342,"기아차,현대파워텍 中법인에 150억 출자",0
343,"기아차, 인도 신규법인 설립에 7260억원 출자…보유지분 99.99%",0
344,[문 대통령-기업인 회동 첫째날]4無 간담회서 꼭 나와야할 네 가지,0
345,"[LG이노텍 컨콜] ""LGD 투자 수혜·아이폰8로 실적 개선할것""(종합)",1
346,"[LG이노텍 컨콜] ""전장부품, 사드 리스크 있다…현대·기아 차질""",-1
347,"현대차 협력사, 더 영세한 中企에 갑질…과징금 1600만원",1
348,[문 대통령-기업인 회동 D-3]나흘전'만나자'…'누가' '어떻게' '무엇을' 재계 난감(종합),0
349,"잇단 '청구서'에 부담커진 재계, 文대통령과 솔직토크 어디까지?",0
350,"SRC 최모세 대표 방한, 22일 미국투자이민 세미나",0
351,"공정위, 하도급 대금 후려친 화신에 3.9억 과징금",-1
352,"조급한 정부, 속타는 대기업…겉도는 일자리 대책",0
353,10대 기업 일자리 1년새 2317개 사라졌다,0
354,"환경부, 현대차 투싼·기아 스포티지 21.8만대 리콜",0
355,"삼성 SK ""하반기 채용 늘리겠다""…재계, 일자리 창출 동참(종합)",0
356,"권오현 삼성전자 부회장 일자리委서 ""하반기 채용 늘리겠다"" (종합)",0
357,"이용섭 일자리委 부위원장 ""자산총액대신 고용인원으로 기업평가""",0
358,"현대차노조, 6년 연속 파업 초읽기…조합원 투표서 66%찬성(상보)",0
359,"[한미FTA개정협상]車교역, 美는 늘고 韓은 줄었는데…文대통령도 의문제기(종합)",-1
360,"[한미FTA개정협상]트럼프가 콕 집은 車,""무역·투자 따져보면 美도 얻은거 많아""",0
361,"""사드 해법 찾아라""…현대기아차, 100명 규모 中 TF팀 조직",0
