Date,label,economics,IT,finance,social,politics
2016-06-02,,0,0,1,0,0
2016-06-02,,0,0,0,1,0
2016-06-03,,0,0,0,0,1
2016-06-03,3.0,1,0,0,0,0
2016-06-03,,0,1,0,0,0
2016-06-03,,0,0,1,0,0
2016-06-03,,0,0,0,1,0
2016-06-07,,0,0,0,0,1
2016-06-07,,1,0,0,0,0
2016-06-07,,0,1,0,0,0
2016-06-07,,0,0,1,0,0
2016-06-07,,0,0,0,1,0
2016-06-08,,0,0,0,0,1
2016-06-08,,1,0,0,0,0
2016-06-08,,0,1,0,0,0
2016-06-08,,0,0,1,0,0
2016-06-08,,0,0,0,1,0
2016-06-09,,0,0,0,0,1
2016-06-09,3.0,1,0,0,0,0
2016-06-09,,0,1,0,0,0
2016-06-09,,0,0,1,0,0
2016-06-09,,0,0,0,1,0
2016-06-10,,0,0,0,0,1
2016-06-10,,1,0,0,0,0
2016-06-10,,0,1,0,0,0
2016-06-10,,0,0,1,0,0
2016-06-10,,0,0,0,1,0
2016-06-13,,0,0,0,0,1
2016-06-13,3.0,1,0,0,0,0
2016-06-13,,0,1,0,0,0
2016-06-13,,0,0,1,0,0
2016-06-13,,0,0,0,1,0
2016-06-14,,0,0,0,0,1
2016-06-14,,1,0,0,0,0
2016-06-14,,0,1,0,0,0
2016-06-14,,0,0,1,0,0
2016-06-14,,0,0,0,1,0
2016-06-15,,0,0,0,0,1
2016-06-15,6.0,1,0,0,0,0
2016-06-15,,0,1,0,0,0
2016-06-15,,0,0,1,0,0
2016-06-15,,0,0,0,1,0
2016-06-16,,0,0,0,0,1
2016-06-16,3.0,1,0,0,0,0
2016-06-16,,0,1,0,0,0
2016-06-16,,0,0,1,0,0
2016-06-16,,0,0,0,1,0
2016-06-17,,0,0,0,0,1
2016-06-17,,1,0,0,0,0
2016-06-17,2.0,0,1,0,0,0
2016-06-17,,0,0,1,0,0
2016-06-17,,0,0,0,1,0
2016-06-20,,0,0,0,0,1
2016-06-20,7.0,1,0,0,0,0
2016-06-20,,0,1,0,0,0
2016-06-20,,0,0,1,0,0
2016-06-20,,0,0,0,1,0
2016-06-21,,0,0,0,0,1
2016-06-21,,1,0,0,0,0
2016-06-21,,0,1,0,0,0
2016-06-21,,0,0,1,0,0
2016-06-21,,0,0,0,1,0
2016-06-22,,0,0,0,0,1
2016-06-22,3.0,1,0,0,0,0
2016-06-22,,0,1,0,0,0
2016-06-22,,0,0,1,0,0
2016-06-22,,0,0,0,1,0
2016-06-23,,0,0,0,0,1
2016-06-23,3.0,1,0,0,0,0
2016-06-23,,0,1,0,0,0
2016-06-23,,0,0,1,0,0
2016-06-23,,0,0,0,1,0
2016-06-24,,0,0,0,0,1
2016-06-24,3.0,1,0,0,0,0
2016-06-24,,0,1,0,0,0
2016-06-24,,0,0,1,0,0
2016-06-24,,0,0,0,1,0
2016-06-27,,0,0,0,0,1
2016-06-27,10.0,1,0,0,0,0
2016-06-27,,0,1,0,0,0
2016-06-27,,0,0,1,0,0
2016-06-27,,0,0,0,1,0
2016-06-28,,0,0,0,0,1
2016-06-28,,1,0,0,0,0
2016-06-28,,0,1,0,0,0
2016-06-28,,0,0,1,0,0
2016-06-28,,0,0,0,1,0
2016-06-29,,0,0,0,0,1
2016-06-29,,1,0,0,0,0
2016-06-29,,0,1,0,0,0
2016-06-29,,0,0,1,0,0
2016-06-29,,0,0,0,1,0
2016-06-30,,0,0,0,0,1
2016-06-30,3.0,1,0,0,0,0
2016-06-30,2.0,0,1,0,0,0
2016-06-30,3.0,0,0,1,0,0
2016-06-30,,0,0,0,1,0
2016-07-01,,0,0,0,0,1
2016-07-01,8.0,1,0,0,0,0
2016-07-01,,0,1,0,0,0
2016-07-01,,0,0,1,0,0
2016-07-01,,0,0,0,1,0
2016-07-04,,0,0,0,0,1
2016-07-04,,1,0,0,0,0
2016-07-04,,0,1,0,0,0
2016-07-04,3.0,0,0,1,0,0
2016-07-04,,0,0,0,1,0
2016-07-05,,0,0,0,0,1
2016-07-05,,1,0,0,0,0
2016-07-05,,0,1,0,0,0
2016-07-05,,0,0,1,0,0
2016-07-05,,0,0,0,1,0
2016-07-06,,0,0,0,0,1
2016-07-06,1.0,1,0,0,0,0
2016-07-06,,0,1,0,0,0
2016-07-06,,0,0,1,0,0
2016-07-06,,0,0,0,1,0
2016-07-07,,0,0,0,0,1
2016-07-07,7.0,1,0,0,0,0
2016-07-07,2.0,0,1,0,0,0
2016-07-07,,0,0,1,0,0
2016-07-07,,0,0,0,1,0
2016-07-08,,0,0,0,0,1
2016-07-08,3.0,1,0,0,0,0
2016-07-08,,0,1,0,0,0
2016-07-08,,0,0,1,0,0
2016-07-08,,0,0,0,1,0
2016-07-11,,0,0,0,0,1
2016-07-11,2.0,1,0,0,0,0
2016-07-11,,0,1,0,0,0
2016-07-11,1.0,0,0,1,0,0
2016-07-11,,0,0,0,1,0
2016-07-12,,0,0,0,0,1
2016-07-12,3.0,1,0,0,0,0
2016-07-12,,0,1,0,0,0
2016-07-12,2.0,0,0,1,0,0
2016-07-12,,0,0,0,1,0
2016-07-13,,0,0,0,0,1
2016-07-13,,1,0,0,0,0
2016-07-13,,0,1,0,0,0
2016-07-13,,0,0,1,0,0
2016-07-13,,0,0,0,1,0
2016-07-14,,0,0,0,0,1
2016-07-14,6.0,1,0,0,0,0
2016-07-14,,0,1,0,0,0
2016-07-14,,0,0,1,0,0
2016-07-14,,0,0,0,1,0
2016-07-15,,0,0,0,0,1
2016-07-15,,1,0,0,0,0
2016-07-15,,0,1,0,0,0
2016-07-15,,0,0,1,0,0
2016-07-15,,0,0,0,1,0
2016-07-18,,0,0,0,0,1
2016-07-18,5.0,1,0,0,0,0
2016-07-18,,0,1,0,0,0
2016-07-18,,0,0,1,0,0
2016-07-18,,0,0,0,1,0
2016-07-19,,0,0,0,0,1
2016-07-19,3.0,1,0,0,0,0
2016-07-19,,0,1,0,0,0
2016-07-19,,0,0,1,0,0
2016-07-19,,0,0,0,1,0
2016-07-20,,0,0,0,0,1
2016-07-20,3.0,1,0,0,0,0
2016-07-20,,0,1,0,0,0
2016-07-20,,0,0,1,0,0
2016-07-20,,0,0,0,1,0
2016-07-21,,0,0,0,0,1
2016-07-21,5.0,1,0,0,0,0
2016-07-21,,0,1,0,0,0
2016-07-21,,0,0,1,0,0
2016-07-21,,0,0,0,1,0
2016-07-22,,0,0,0,0,1
2016-07-22,3.0,1,0,0,0,0
2016-07-22,,0,1,0,0,0
2016-07-22,,0,0,1,0,0
2016-07-22,,0,0,0,1,0
2016-07-25,,0,0,0,0,1
2016-07-25,,1,0,0,0,0
2016-07-25,,0,1,0,0,0
2016-07-25,,0,0,1,0,0
2016-07-25,,0,0,0,1,0
2016-07-26,,0,0,0,0,1
2016-07-26,,1,0,0,0,0
2016-07-26,,0,1,0,0,0
2016-07-26,,0,0,1,0,0
2016-07-26,,0,0,0,1,0
2016-07-27,,0,0,0,0,1
2016-07-27,,1,0,0,0,0
2016-07-27,,0,1,0,0,0
2016-07-27,,0,0,1,0,0
2016-07-27,,0,0,0,1,0
2016-07-28,,0,0,0,0,1
2016-07-28,3.0,1,0,0,0,0
2016-07-28,,0,1,0,0,0
2016-07-28,,0,0,1,0,0
2016-07-28,,0,0,0,1,0
2016-07-29,3.0,0,0,0,0,1
2016-07-29,,1,0,0,0,0
2016-07-29,,0,1,0,0,0
2016-07-29,,0,0,1,0,0
2016-07-29,,0,0,0,1,0
2016-08-01,,0,0,0,0,1
2016-08-01,,1,0,0,0,0
2016-08-01,2.0,0,1,0,0,0
2016-08-01,,0,0,1,0,0
2016-08-01,,0,0,0,1,0
2016-08-02,,0,0,0,0,1
2016-08-02,,1,0,0,0,0
2016-08-02,2.0,0,1,0,0,0
2016-08-02,,0,0,1,0,0
2016-08-02,,0,0,0,1,0
2016-08-03,,0,0,0,0,1
2016-08-03,3.0,1,0,0,0,0
2016-08-03,,0,1,0,0,0
2016-08-03,,0,0,1,0,0
2016-08-03,,0,0,0,1,0
2016-08-04,,0,0,0,0,1
2016-08-04,,1,0,0,0,0
2016-08-04,,0,1,0,0,0
2016-08-04,,0,0,1,0,0
2016-08-04,,0,0,0,1,0
2016-08-05,,0,0,0,0,1
2016-08-05,3.0,1,0,0,0,0
2016-08-05,,0,1,0,0,0
2016-08-05,3.0,0,0,1,0,0
2016-08-05,,0,0,0,1,0
2016-08-08,,0,0,0,0,1
2016-08-08,9.0,1,0,0,0,0
2016-08-08,,0,1,0,0,0
2016-08-08,7.0,0,0,1,0,0
2016-08-08,,0,0,0,1,0
2016-08-09,,0,0,0,0,1
2016-08-09,3.0,1,0,0,0,0
2016-08-09,,0,1,0,0,0
2016-08-09,,0,0,1,0,0
2016-08-09,,0,0,0,1,0
2016-08-10,,0,0,0,0,1
2016-08-10,3.0,1,0,0,0,0
2016-08-10,,0,1,0,0,0
2016-08-10,,0,0,1,0,0
2016-08-10,,0,0,0,1,0
2016-08-11,,0,0,0,0,1
2016-08-11,4.0,1,0,0,0,0
2016-08-11,2.0,0,1,0,0,0
2016-08-11,2.0,0,0,1,0,0
2016-08-11,,0,0,0,1,0
2016-08-12,,0,0,0,0,1
2016-08-12,5.0,1,0,0,0,0
2016-08-12,3.0,0,1,0,0,0
2016-08-12,,0,0,1,0,0
2016-08-12,,0,0,0,1,0
2016-08-16,,0,0,0,0,1
2016-08-16,3.0,1,0,0,0,0
2016-08-16,3.0,0,1,0,0,0
2016-08-16,,0,0,1,0,0
2016-08-16,,0,0,0,1,0
2016-08-17,,0,0,0,0,1
2016-08-17,2.0,1,0,0,0,0
2016-08-17,,0,1,0,0,0
2016-08-17,,0,0,1,0,0
2016-08-17,,0,0,0,1,0
2016-08-18,,0,0,0,0,1
2016-08-18,6.0,1,0,0,0,0
2016-08-18,,0,1,0,0,0
2016-08-18,,0,0,1,0,0
2016-08-18,,0,0,0,1,0
2016-08-19,,0,0,0,0,1
2016-08-19,3.0,1,0,0,0,0
2016-08-19,,0,1,0,0,0
2016-08-19,,0,0,1,0,0
2016-08-19,,0,0,0,1,0
2016-08-22,,0,0,0,0,1
2016-08-22,,1,0,0,0,0
2016-08-22,,0,1,0,0,0
2016-08-22,,0,0,1,0,0
2016-08-22,,0,0,0,1,0
2016-08-23,,0,0,0,0,1
2016-08-23,3.0,1,0,0,0,0
2016-08-23,,0,1,0,0,0
2016-08-23,1.0,0,0,1,0,0
2016-08-23,,0,0,0,1,0
2016-08-24,,0,0,0,0,1
2016-08-24,3.0,1,0,0,0,0
2016-08-24,3.0,0,1,0,0,0
2016-08-24,,0,0,1,0,0
2016-08-24,,0,0,0,1,0
2016-08-25,,0,0,0,0,1
2016-08-25,9.0,1,0,0,0,0
2016-08-25,,0,1,0,0,0
2016-08-25,,0,0,1,0,0
2016-08-25,,0,0,0,1,0
2016-08-26,,0,0,0,0,1
2016-08-26,,1,0,0,0,0
2016-08-26,,0,1,0,0,0
2016-08-26,,0,0,1,0,0
2016-08-26,,0,0,0,1,0
2016-08-29,,0,0,0,0,1
2016-08-29,2.0,1,0,0,0,0
2016-08-29,,0,1,0,0,0
2016-08-29,,0,0,1,0,0
2016-08-29,,0,0,0,1,0
2016-08-30,,0,0,0,0,1
2016-08-30,2.0,1,0,0,0,0
2016-08-30,2.0,0,1,0,0,0
2016-08-30,,0,0,1,0,0
2016-08-30,,0,0,0,1,0
2016-08-31,,0,0,0,0,1
2016-08-31,6.0,1,0,0,0,0
2016-08-31,2.0,0,1,0,0,0
2016-08-31,,0,0,1,0,0
2016-08-31,,0,0,0,1,0
2016-09-01,,0,0,0,0,1
2016-09-01,5.0,1,0,0,0,0
2016-09-01,,0,1,0,0,0
2016-09-01,,0,0,1,0,0
2016-09-01,2.0,0,0,0,1,0
2016-09-02,,0,0,0,0,1
2016-09-02,,1,0,0,0,0
2016-09-02,,0,1,0,0,0
2016-09-02,,0,0,1,0,0
2016-09-02,,0,0,0,1,0
2016-09-05,,0,0,0,0,1
2016-09-05,,1,0,0,0,0
2016-09-05,5.0,0,1,0,0,0
2016-09-05,,0,0,1,0,0
2016-09-05,,0,0,0,1,0
2016-09-06,,0,0,0,0,1
2016-09-06,6.0,1,0,0,0,0
2016-09-06,2.0,0,1,0,0,0
2016-09-06,1.0,0,0,1,0,0
2016-09-06,,0,0,0,1,0
2016-09-07,,0,0,0,0,1
2016-09-07,8.0,1,0,0,0,0
2016-09-07,,0,1,0,0,0
2016-09-07,3.0,0,0,1,0,0
2016-09-07,2.0,0,0,0,1,0
2016-09-08,,0,0,0,0,1
2016-09-08,3.0,1,0,0,0,0
2016-09-08,2.0,0,1,0,0,0
2016-09-08,,0,0,1,0,0
2016-09-08,,0,0,0,1,0
2016-09-09,,0,0,0,0,1
2016-09-09,6.0,1,0,0,0,0
2016-09-09,,0,1,0,0,0
2016-09-09,,0,0,1,0,0
2016-09-09,,0,0,0,1,0
2016-09-12,,0,0,0,0,1
2016-09-12,5.0,1,0,0,0,0
2016-09-12,8.0,0,1,0,0,0
2016-09-12,,0,0,1,0,0
2016-09-12,,0,0,0,1,0
2016-09-13,,0,0,0,0,1
2016-09-13,,1,0,0,0,0
2016-09-13,,0,1,0,0,0
2016-09-13,,0,0,1,0,0
2016-09-13,,0,0,0,1,0
2016-09-19,,0,0,0,0,1
2016-09-19,,1,0,0,0,0
2016-09-19,9.0,0,1,0,0,0
2016-09-19,5.0,0,0,1,0,0
2016-09-19,,0,0,0,1,0
2016-09-20,,0,0,0,0,1
2016-09-20,,1,0,0,0,0
2016-09-20,4.0,0,1,0,0,0
2016-09-20,3.0,0,0,1,0,0
2016-09-20,,0,0,0,1,0
2016-09-21,,0,0,0,0,1
2016-09-21,,1,0,0,0,0
2016-09-21,3.0,0,1,0,0,0
2016-09-21,,0,0,1,0,0
2016-09-21,,0,0,0,1,0
2016-09-22,,0,0,0,0,1
2016-09-22,,1,0,0,0,0
2016-09-22,4.0,0,1,0,0,0
2016-09-22,,0,0,1,0,0
2016-09-22,,0,0,0,1,0
2016-09-23,,0,0,0,0,1
2016-09-23,,1,0,0,0,0
2016-09-23,,0,1,0,0,0
2016-09-23,,0,0,1,0,0
2016-09-23,,0,0,0,1,0
2016-09-26,,0,0,0,0,1
2016-09-26,,1,0,0,0,0
2016-09-26,5.0,0,1,0,0,0
2016-09-26,,0,0,1,0,0
2016-09-26,,0,0,0,1,0
2016-09-27,3.0,0,0,0,0,1
2016-09-27,,1,0,0,0,0
2016-09-27,3.0,0,1,0,0,0
2016-09-27,,0,0,1,0,0
2016-09-27,,0,0,0,1,0
2016-09-28,,0,0,0,0,1
2016-09-28,,1,0,0,0,0
2016-09-28,3.0,0,1,0,0,0
2016-09-28,,0,0,1,0,0
2016-09-28,,0,0,0,1,0
2016-09-29,,0,0,0,0,1
2016-09-29,,1,0,0,0,0
2016-09-29,5.0,0,1,0,0,0
2016-09-29,,0,0,1,0,0
2016-09-29,,0,0,0,1,0
2016-09-30,,0,0,0,0,1
2016-09-30,,1,0,0,0,0
2016-09-30,3.0,0,1,0,0,0
2016-09-30,,0,0,1,0,0
2016-09-30,,0,0,0,1,0
2016-10-04,,0,0,0,0,1
2016-10-04,5.0,1,0,0,0,0
2016-10-04,4.0,0,1,0,0,0
2016-10-04,,0,0,1,0,0
2016-10-04,,0,0,0,1,0
2016-10-05,,0,0,0,0,1
2016-10-05,3.0,1,0,0,0,0
2016-10-05,2.0,0,1,0,0,0
2016-10-05,,0,0,1,0,0
2016-10-05,,0,0,0,1,0
2016-10-06,,0,0,0,0,1
2016-10-06,6.0,1,0,0,0,0
2016-10-06,,0,1,0,0,0
2016-10-06,,0,0,1,0,0
2016-10-06,,0,0,0,1,0
2016-10-07,,0,0,0,0,1
2016-10-07,3.0,1,0,0,0,0
2016-10-07,,0,1,0,0,0
2016-10-07,,0,0,1,0,0
2016-10-07,,0,0,0,1,0
2016-10-10,,0,0,0,0,1
2016-10-10,6.0,1,0,0,0,0
2016-10-10,6.0,0,1,0,0,0
2016-10-10,,0,0,1,0,0
2016-10-10,,0,0,0,1,0
2016-10-11,,0,0,0,0,1
2016-10-11,3.0,1,0,0,0,0
2016-10-11,,0,1,0,0,0
2016-10-11,,0,0,1,0,0
2016-10-11,,0,0,0,1,0
2016-10-12,,0,0,0,0,1
2016-10-12,3.0,1,0,0,0,0
2016-10-12,,0,1,0,0,0
2016-10-12,,0,0,1,0,0
2016-10-12,,0,0,0,1,0
2016-10-13,,0,0,0,0,1
2016-10-13,6.0,1,0,0,0,0
2016-10-13,,0,1,0,0,0
2016-10-13,,0,0,1,0,0
2016-10-13,,0,0,0,1,0
2016-10-14,,0,0,0,0,1
2016-10-14,3.0,1,0,0,0,0
2016-10-14,,0,1,0,0,0
2016-10-14,,0,0,1,0,0
2016-10-14,,0,0,0,1,0
2016-10-17,,0,0,0,0,1
2016-10-17,3.0,1,0,0,0,0
2016-10-17,,0,1,0,0,0
2016-10-17,3.0,0,0,1,0,0
2016-10-17,,0,0,0,1,0
2016-10-18,,0,0,0,0,1
2016-10-18,3.0,1,0,0,0,0
2016-10-18,2.0,0,1,0,0,0
2016-10-18,,0,0,1,0,0
2016-10-18,,0,0,0,1,0
2016-10-19,,0,0,0,0,1
2016-10-19,3.0,1,0,0,0,0
2016-10-19,,0,1,0,0,0
2016-10-19,,0,0,1,0,0
2016-10-19,,0,0,0,1,0
2016-10-20,,0,0,0,0,1
2016-10-20,3.0,1,0,0,0,0
2016-10-20,,0,1,0,0,0
2016-10-20,,0,0,1,0,0
2016-10-20,,0,0,0,1,0
2016-10-21,,0,0,0,0,1
2016-10-21,2.0,1,0,0,0,0
2016-10-21,,0,1,0,0,0
2016-10-21,,0,0,1,0,0
2016-10-21,,0,0,0,1,0
2016-10-24,,0,0,0,0,1
2016-10-24,2.0,1,0,0,0,0
2016-10-24,2.0,0,1,0,0,0
2016-10-24,2.0,0,0,1,0,0
2016-10-24,,0,0,0,1,0
2016-10-25,,0,0,0,0,1
2016-10-25,,1,0,0,0,0
2016-10-25,,0,1,0,0,0
2016-10-25,,0,0,1,0,0
2016-10-25,,0,0,0,1,0
2016-10-26,,0,0,0,0,1
2016-10-26,3.0,1,0,0,0,0
2016-10-26,,0,1,0,0,0
2016-10-26,4.0,0,0,1,0,0
2016-10-26,,0,0,0,1,0
2016-10-27,,0,0,0,0,1
2016-10-27,3.0,1,0,0,0,0
2016-10-27,,0,1,0,0,0
2016-10-27,,0,0,1,0,0
2016-10-27,,0,0,0,1,0
2016-10-28,,0,0,0,0,1
2016-10-28,2.0,1,0,0,0,0
2016-10-28,,0,1,0,0,0
2016-10-28,,0,0,1,0,0
2016-10-28,,0,0,0,1,0
2016-10-31,,0,0,0,0,1
2016-10-31,3.0,1,0,0,0,0
2016-10-31,,0,1,0,0,0
2016-10-31,,0,0,1,0,0
2016-10-31,,0,0,0,1,0
2016-11-01,,0,0,0,0,1
2016-11-01,3.0,1,0,0,0,0
2016-11-01,,0,1,0,0,0
2016-11-01,2.0,0,0,1,0,0
2016-11-01,,0,0,0,1,0
2016-11-02,,0,0,0,0,1
2016-11-02,3.0,1,0,0,0,0
2016-11-02,,0,1,0,0,0
2016-11-02,3.0,0,0,1,0,0
2016-11-02,,0,0,0,1,0
2016-11-03,,0,0,0,0,1
2016-11-03,3.0,1,0,0,0,0
2016-11-03,,0,1,0,0,0
2016-11-03,8.0,0,0,1,0,0
2016-11-03,,0,0,0,1,0
2016-11-04,,0,0,0,0,1
2016-11-04,5.0,1,0,0,0,0
2016-11-04,,0,1,0,0,0
2016-11-04,,0,0,1,0,0
2016-11-04,,0,0,0,1,0
2016-11-07,,0,0,0,0,1
2016-11-07,6.0,1,0,0,0,0
2016-11-07,,0,1,0,0,0
2016-11-07,1.0,0,0,1,0,0
2016-11-07,,0,0,0,1,0
2016-11-08,,0,0,0,0,1
2016-11-08,6.0,1,0,0,0,0
2016-11-08,,0,1,0,0,0
2016-11-08,,0,0,1,0,0
2016-11-08,,0,0,0,1,0
2016-11-09,,0,0,0,0,1
2016-11-09,3.0,1,0,0,0,0
2016-11-09,,0,1,0,0,0
2016-11-09,,0,0,1,0,0
2016-11-09,,0,0,0,1,0
2016-11-10,,0,0,0,0,1
2016-11-10,3.0,1,0,0,0,0
2016-11-10,,0,1,0,0,0
2016-11-10,,0,0,1,0,0
2016-11-10,,0,0,0,1,0
2016-11-11,,0,0,0,0,1
2016-11-11,2.0,1,0,0,0,0
2016-11-11,,0,1,0,0,0
2016-11-11,,0,0,1,0,0
2016-11-11,,0,0,0,1,0
2016-11-14,,0,0,0,0,1
2016-11-14,5.0,1,0,0,0,0
2016-11-14,2.0,0,1,0,0,0
2016-11-14,3.0,0,0,1,0,0
2016-11-14,,0,0,0,1,0
2016-11-15,,0,0,0,0,1
2016-11-15,6.0,1,0,0,0,0
2016-11-15,,0,1,0,0,0
2016-11-15,,0,0,1,0,0
2016-11-15,,0,0,0,1,0
2016-11-16,,0,0,0,0,1
2016-11-16,3.0,1,0,0,0,0
2016-11-16,,0,1,0,0,0
2016-11-16,,0,0,1,0,0
2016-11-16,2.0,0,0,0,1,0
2016-11-17,,0,0,0,0,1
2016-11-17,3.0,1,0,0,0,0
2016-11-17,,0,1,0,0,0
2016-11-17,,0,0,1,0,0
2016-11-17,,0,0,0,1,0
2016-11-18,,0,0,0,0,1
2016-11-18,,1,0,0,0,0
2016-11-18,,0,1,0,0,0
2016-11-18,,0,0,1,0,0
2016-11-18,,0,0,0,1,0
2016-11-21,,0,0,0,0,1
2016-11-21,,1,0,0,0,0
2016-11-21,,0,1,0,0,0
2016-11-21,,0,0,1,0,0
2016-11-21,,0,0,0,1,0
2016-11-22,,0,0,0,0,1
2016-11-22,6.0,1,0,0,0,0
2016-11-22,,0,1,0,0,0
2016-11-22,,0,0,1,0,0
2016-11-22,,0,0,0,1,0
2016-11-23,,0,0,0,0,1
2016-11-23,3.0,1,0,0,0,0
2016-11-23,2.0,0,1,0,0,0
2016-11-23,,0,0,1,0,0
2016-11-23,,0,0,0,1,0
2016-11-24,,0,0,0,0,1
2016-11-24,10.0,1,0,0,0,0
2016-11-24,,0,1,0,0,0
2016-11-24,,0,0,1,0,0
2016-11-24,2.0,0,0,0,1,0
2016-11-25,,0,0,0,0,1
2016-11-25,6.0,1,0,0,0,0
2016-11-25,,0,1,0,0,0
2016-11-25,,0,0,1,0,0
2016-11-25,,0,0,0,1,0
2016-11-28,,0,0,0,0,1
2016-11-28,,1,0,0,0,0
2016-11-28,,0,1,0,0,0
2016-11-28,,0,0,1,0,0
2016-11-28,,0,0,0,1,0
2016-11-29,,0,0,0,0,1
2016-11-29,,1,0,0,0,0
2016-11-29,,0,1,0,0,0
2016-11-29,,0,0,1,0,0
2016-11-29,,0,0,0,1,0
2016-11-30,,0,0,0,0,1
2016-11-30,3.0,1,0,0,0,0
2016-11-30,,0,1,0,0,0
2016-11-30,,0,0,1,0,0
2016-11-30,,0,0,0,1,0
2016-12-01,,0,0,0,0,1
2016-12-01,3.0,1,0,0,0,0
2016-12-01,,0,1,0,0,0
2016-12-01,,0,0,1,0,0
2016-12-01,,0,0,0,1,0
2016-12-02,,0,0,0,0,1
2016-12-02,3.0,1,0,0,0,0
2016-12-02,,0,1,0,0,0
2016-12-02,,0,0,1,0,0
2016-12-02,,0,0,0,1,0
2016-12-05,,0,0,0,0,1
2016-12-05,3.0,1,0,0,0,0
2016-12-05,,0,1,0,0,0
2016-12-05,,0,0,1,0,0
2016-12-05,,0,0,0,1,0
2016-12-06,,0,0,0,0,1
2016-12-06,,1,0,0,0,0
2016-12-06,,0,1,0,0,0
2016-12-06,,0,0,1,0,0
2016-12-06,,0,0,0,1,0
2016-12-07,,0,0,0,0,1
2016-12-07,3.0,1,0,0,0,0
2016-12-07,,0,1,0,0,0
2016-12-07,,0,0,1,0,0
2016-12-07,,0,0,0,1,0
2016-12-08,,0,0,0,0,1
2016-12-08,3.0,1,0,0,0,0
2016-12-08,,0,1,0,0,0
2016-12-08,,0,0,1,0,0
2016-12-08,,0,0,0,1,0
2016-12-09,,0,0,0,0,1
2016-12-09,,1,0,0,0,0
2016-12-09,,0,1,0,0,0
2016-12-09,,0,0,1,0,0
2016-12-09,,0,0,0,1,0
2016-12-12,,0,0,0,0,1
2016-12-12,1.0,1,0,0,0,0
2016-12-12,,0,1,0,0,0
2016-12-12,3.0,0,0,1,0,0
2016-12-12,,0,0,0,1,0
2016-12-13,,0,0,0,0,1
2016-12-13,6.0,1,0,0,0,0
2016-12-13,,0,1,0,0,0
2016-12-13,2.0,0,0,1,0,0
2016-12-13,,0,0,0,1,0
2016-12-14,,0,0,0,0,1
2016-12-14,3.0,1,0,0,0,0
2016-12-14,,0,1,0,0,0
2016-12-14,,0,0,1,0,0
2016-12-14,,0,0,0,1,0
2016-12-15,,0,0,0,0,1
2016-12-15,3.0,1,0,0,0,0
2016-12-15,,0,1,0,0,0
2016-12-15,,0,0,1,0,0
2016-12-15,,0,0,0,1,0
2016-12-16,,0,0,0,0,1
2016-12-16,,1,0,0,0,0
2016-12-16,,0,1,0,0,0
2016-12-16,,0,0,1,0,0
2016-12-16,,0,0,0,1,0
2016-12-19,,0,0,0,0,1
2016-12-19,,1,0,0,0,0
2016-12-19,,0,1,0,0,0
2016-12-19,,0,0,1,0,0
2016-12-19,,0,0,0,1,0
2016-12-20,,0,0,0,0,1
2016-12-20,3.0,1,0,0,0,0
2016-12-20,,0,1,0,0,0
2016-12-20,3.0,0,0,1,0,0
2016-12-20,,0,0,0,1,0
2016-12-21,,0,0,0,0,1
2016-12-21,3.0,1,0,0,0,0
2016-12-21,,0,1,0,0,0
2016-12-21,,0,0,1,0,0
2016-12-21,,0,0,0,1,0
2016-12-22,,0,0,0,0,1
2016-12-22,3.0,1,0,0,0,0
2016-12-22,,0,1,0,0,0
2016-12-22,,0,0,1,0,0
2016-12-22,,0,0,0,1,0
2016-12-23,,0,0,0,0,1
2016-12-23,,1,0,0,0,0
2016-12-23,,0,1,0,0,0
2016-12-23,,0,0,1,0,0
2016-12-23,,0,0,0,1,0
2016-12-26,,0,0,0,0,1
2016-12-26,3.0,1,0,0,0,0
2016-12-26,,0,1,0,0,0
2016-12-26,,0,0,1,0,0
2016-12-26,,0,0,0,1,0
2016-12-27,,0,0,0,0,1
2016-12-27,2.0,1,0,0,0,0
2016-12-27,,0,1,0,0,0
2016-12-27,,0,0,1,0,0
2016-12-27,,0,0,0,1,0
2016-12-28,,0,0,0,0,1
2016-12-28,4.0,1,0,0,0,0
2016-12-28,,0,1,0,0,0
2016-12-28,,0,0,1,0,0
2016-12-28,,0,0,0,1,0
2016-12-29,,0,0,0,0,1
2016-12-29,3.0,1,0,0,0,0
2016-12-29,,0,1,0,0,0
2016-12-29,1.0,0,0,1,0,0
2016-12-29,,0,0,0,1,0
2017-01-02,,0,0,0,0,1
2017-01-02,,1,0,0,0,0
2017-01-02,4.0,0,1,0,0,0
2017-01-02,,0,0,1,0,0
2017-01-02,,0,0,0,1,0
2017-01-03,,0,0,0,0,1
2017-01-03,3.0,1,0,0,0,0
2017-01-03,,0,1,0,0,0
2017-01-03,,0,0,1,0,0
2017-01-03,,0,0,0,1,0
2017-01-04,,0,0,0,0,1
2017-01-04,1.0,1,0,0,0,0
2017-01-04,2.0,0,1,0,0,0
2017-01-04,,0,0,1,0,0
2017-01-04,,0,0,0,1,0
2017-01-05,,0,0,0,0,1
2017-01-05,4.0,1,0,0,0,0
2017-01-05,1.0,0,1,0,0,0
2017-01-05,2.0,0,0,1,0,0
2017-01-05,,0,0,0,1,0
2017-01-06,,0,0,0,0,1
2017-01-06,,1,0,0,0,0
2017-01-06,6.0,0,1,0,0,0
2017-01-06,,0,0,1,0,0
2017-01-06,,0,0,0,1,0
2017-01-09,,0,0,0,0,1
