date,open,high,low,close,volume,roe,per,pbr,count,pos,neg
2014-12-11,1317000.0,1319000.0,1294000.0,1305000.0,409817.0,15.1,10.0,1.4,3.0,2.0,0.0
2014-12-12,1303000.0,1304000.0,1274000.0,1286000.0,287945.0,15.1,10.0,1.4,2.0,1.0,0.0
2014-12-15,1280000.0,1280000.0,1260000.0,1273000.0,286759.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-16,1270000.0,1289000.0,1268000.0,1279000.0,257895.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-17,1279000.0,1283000.0,1253000.0,1266000.0,261773.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-12-18,1266000.0,1279000.0,1252000.0,1266000.0,236165.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-12-19,1294000.0,1328000.0,1287000.0,1328000.0,367130.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-12-22,1345000.0,1347000.0,1318000.0,1345000.0,358877.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-23,1346000.0,1349000.0,1337000.0,1339000.0,219527.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-24,1339000.0,1343000.0,1339000.0,1343000.0,125140.0,15.1,10.0,1.4,1.0,0.0,0.0
2014-12-26,1343000.0,1355000.0,1343000.0,1352000.0,229762.0,15.1,10.0,1.4,0.0,0.0,0.0
2014-12-29,1345000.0,1347000.0,1329000.0,1329000.0,192749.0,15.1,10.0,1.4,1.0,1.0,0.0
2014-12-30,1330000.0,1335000.0,1321000.0,1327000.0,212982.0,15.1,10.0,1.4,1.0,1.0,0.0
2015-01-02,1340000.0,1340000.0,1327000.0,1330000.0,175499.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-01-05,1336000.0,1336000.0,1313000.0,1333000.0,202790.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-06,1315000.0,1317000.0,1288000.0,1295000.0,304710.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-07,1294000.0,1311000.0,1282000.0,1307000.0,286455.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-01-08,1339000.0,1339000.0,1310000.0,1314000.0,289552.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-09,1314000.0,1322000.0,1314000.0,1314000.0,186248.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-12,1313000.0,1319000.0,1301000.0,1316000.0,166508.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-01-13,1314000.0,1340000.0,1300000.0,1339000.0,245868.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-14,1339000.0,1355000.0,1335000.0,1345000.0,286645.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-01-15,1345000.0,1349000.0,1329000.0,1334000.0,282078.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-16,1334000.0,1334000.0,1313000.0,1316000.0,271370.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-19,1329000.0,1349000.0,1320000.0,1343000.0,133459.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-01-20,1350000.0,1372000.0,1345000.0,1372000.0,265561.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-21,1367000.0,1395000.0,1360000.0,1395000.0,332253.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-01-22,1398000.0,1399000.0,1378000.0,1378000.0,359154.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-01-23,1400000.0,1400000.0,1377000.0,1386000.0,257175.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-26,1375000.0,1395000.0,1364000.0,1389000.0,203070.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-01-27,1375000.0,1400000.0,1374000.0,1400000.0,199144.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-28,1386000.0,1390000.0,1374000.0,1378000.0,216630.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-01-29,1368000.0,1395000.0,1357000.0,1360000.0,274045.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-01-30,1360000.0,1377000.0,1360000.0,1365000.0,322200.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-02-02,1365000.0,1377000.0,1356000.0,1368000.0,210420.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-02-03,1380000.0,1380000.0,1359000.0,1366000.0,113088.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-02-04,1375000.0,1381000.0,1359000.0,1359000.0,186578.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-02-05,1359000.0,1369000.0,1346000.0,1358000.0,135408.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-02-06,1346000.0,1374000.0,1336000.0,1372000.0,160101.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-02-09,1360000.0,1399000.0,1357000.0,1395000.0,173870.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-02-10,1400000.0,1400000.0,1377000.0,1378000.0,130387.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-02-11,1374000.0,1374000.0,1354000.0,1355000.0,199476.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-02-12,1340000.0,1358000.0,1331000.0,1344000.0,214964.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-02-13,1360000.0,1361000.0,1345000.0,1361000.0,130458.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-02-16,1368000.0,1374000.0,1361000.0,1374000.0,124530.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-02-17,1374000.0,1377000.0,1364000.0,1377000.0,114900.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-02-23,1378000.0,1390000.0,1366000.0,1367000.0,306036.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-02-24,1385000.0,1389000.0,1364000.0,1367000.0,217265.0,11.47,11.16,1.06,2.0,1.0,1.0
2015-02-25,1380000.0,1385000.0,1373000.0,1379000.0,167485.0,11.47,11.16,1.06,2.0,1.0,1.0
2015-02-26,1379000.0,1380000.0,1368000.0,1375000.0,163583.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-02-27,1375000.0,1376000.0,1357000.0,1357000.0,260188.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-03-02,1375000.0,1423000.0,1367000.0,1423000.0,436112.0,11.47,11.16,1.06,3.0,1.0,2.0
2015-03-03,1435000.0,1437000.0,1406000.0,1418000.0,274976.0,11.47,11.16,1.06,3.0,1.0,2.0
2015-03-04,1411000.0,1440000.0,1410000.0,1437000.0,232062.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-03-05,1439000.0,1443000.0,1417000.0,1422000.0,192312.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-03-06,1414000.0,1449000.0,1406000.0,1442000.0,234670.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-03-09,1440000.0,1440000.0,1420000.0,1420000.0,156292.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-03-10,1434000.0,1443000.0,1420000.0,1421000.0,208397.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-03-11,1419000.0,1479000.0,1418000.0,1474000.0,422173.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-03-12,1460000.0,1473000.0,1447000.0,1447000.0,383064.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-03-13,1461000.0,1479000.0,1455000.0,1457000.0,188262.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-03-16,1458000.0,1487000.0,1455000.0,1470000.0,179491.0,11.47,11.16,1.06,4.0,2.0,0.0
2015-03-17,1470000.0,1500000.0,1460000.0,1497000.0,273223.0,11.47,11.16,1.06,1.0,0.0,1.0
2015-03-18,1496000.0,1506000.0,1486000.0,1503000.0,249287.0,11.47,11.16,1.06,3.0,0.0,0.0
2015-03-19,1510000.0,1510000.0,1470000.0,1470000.0,264516.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-03-20,1475000.0,1480000.0,1460000.0,1464000.0,254099.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-03-23,1462000.0,1474000.0,1458000.0,1467000.0,162458.0,11.47,11.16,1.06,7.0,3.0,1.0
2015-03-24,1455000.0,1478000.0,1455000.0,1476000.0,182263.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-03-25,1487000.0,1488000.0,1472000.0,1485000.0,187381.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-03-26,1450000.0,1456000.0,1421000.0,1421000.0,420119.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-03-27,1415000.0,1448000.0,1415000.0,1421000.0,321316.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-03-30,1425000.0,1434000.0,1412000.0,1428000.0,179110.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-03-31,1449000.0,1452000.0,1430000.0,1441000.0,196853.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-04-01,1437000.0,1437000.0,1420000.0,1423000.0,145321.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-04-02,1434000.0,1440000.0,1423000.0,1434000.0,138068.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-04-03,1434000.0,1440000.0,1420000.0,1434000.0,125403.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-04-06,1443000.0,1490000.0,1435000.0,1470000.0,211652.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-04-07,1478000.0,1485000.0,1462000.0,1462000.0,190521.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-08,1470000.0,1485000.0,1460000.0,1479000.0,155468.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-09,1470000.0,1489000.0,1470000.0,1483000.0,182151.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-04-10,1480000.0,1494000.0,1478000.0,1490000.0,199202.0,11.47,11.16,1.06,3.0,3.0,0.0
2015-04-13,1479000.0,1491000.0,1468000.0,1479000.0,205866.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-04-14,1485000.0,1485000.0,1465000.0,1474000.0,188595.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-04-15,1460000.0,1470000.0,1427000.0,1446000.0,271021.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-16,1462000.0,1477000.0,1447000.0,1477000.0,215247.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-17,1477000.0,1478000.0,1447000.0,1450000.0,203446.0,11.47,11.16,1.06,4.0,2.0,0.0
2015-04-20,1446000.0,1448000.0,1423000.0,1430000.0,247898.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-04-21,1421000.0,1445000.0,1420000.0,1444000.0,237053.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-04-22,1444000.0,1473000.0,1436000.0,1461000.0,253111.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-04-23,1470000.0,1470000.0,1440000.0,1451000.0,184903.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-04-24,1449000.0,1455000.0,1400000.0,1410000.0,381798.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-04-27,1410000.0,1411000.0,1375000.0,1395000.0,330343.0,11.47,11.16,1.06,5.0,1.0,0.0
2015-04-28,1390000.0,1400000.0,1359000.0,1366000.0,313946.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-29,1367000.0,1394000.0,1364000.0,1385000.0,217913.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-04-30,1385000.0,1418000.0,1379000.0,1410000.0,367057.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-05-04,1407000.0,1423000.0,1397000.0,1400000.0,165674.0,11.47,11.16,1.06,5.0,5.0,0.0
2015-05-06,1390000.0,1391000.0,1356000.0,1362000.0,265410.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-05-07,1362000.0,1375000.0,1354000.0,1370000.0,205148.0,11.47,11.16,1.06,4.0,3.0,1.0
2015-05-08,1366000.0,1370000.0,1338000.0,1338000.0,189762.0,11.47,11.16,1.06,3.0,1.0,2.0
2015-05-11,1360000.0,1360000.0,1336000.0,1336000.0,192809.0,11.47,11.16,1.06,7.0,3.0,0.0
2015-05-12,1345000.0,1353000.0,1324000.0,1331000.0,212664.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-05-13,1349000.0,1349000.0,1326000.0,1333000.0,197545.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-05-14,1341000.0,1343000.0,1328000.0,1340000.0,169770.0,11.47,11.16,1.06,4.0,1.0,0.0
2015-05-15,1355000.0,1356000.0,1321000.0,1326000.0,178447.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-05-18,1335000.0,1335000.0,1309000.0,1320000.0,192537.0,11.47,11.16,1.06,4.0,4.0,0.0
2015-05-19,1321000.0,1355000.0,1307000.0,1338000.0,173618.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-05-20,1349000.0,1370000.0,1341000.0,1366000.0,205829.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-05-21,1371000.0,1372000.0,1344000.0,1352000.0,144212.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-05-22,1353000.0,1353000.0,1335000.0,1350000.0,163916.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-05-26,1366000.0,1369000.0,1336000.0,1362000.0,200683.0,11.47,11.16,1.06,5.0,4.0,0.0
2015-05-27,1360000.0,1366000.0,1313000.0,1314000.0,345309.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-05-28,1317000.0,1321000.0,1301000.0,1309000.0,300963.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-05-29,1320000.0,1321000.0,1297000.0,1307000.0,347615.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-01,1300000.0,1301000.0,1288000.0,1291000.0,218439.0,11.47,11.16,1.06,3.0,3.0,0.0
2015-06-02,1300000.0,1303000.0,1288000.0,1303000.0,175151.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-06-03,1303000.0,1316000.0,1265000.0,1273000.0,235388.0,11.47,11.16,1.06,5.0,4.0,0.0
2015-06-04,1315000.0,1341000.0,1305000.0,1337000.0,388239.0,11.47,11.16,1.06,3.0,2.0,1.0
2015-06-05,1325000.0,1355000.0,1320000.0,1341000.0,196563.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-06-08,1345000.0,1347000.0,1313000.0,1314000.0,202379.0,11.47,11.16,1.06,4.0,3.0,0.0
2015-06-09,1300000.0,1310000.0,1268000.0,1282000.0,274705.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-06-10,1282000.0,1294000.0,1262000.0,1262000.0,250034.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-06-11,1263000.0,1274000.0,1253000.0,1257000.0,306281.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-12,1278000.0,1287000.0,1264000.0,1277000.0,234830.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-06-15,1255000.0,1274000.0,1255000.0,1270000.0,161356.0,11.47,11.16,1.06,4.0,2.0,0.0
2015-06-16,1270000.0,1274000.0,1245000.0,1255000.0,255352.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-17,1250000.0,1266000.0,1240000.0,1254000.0,189046.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-18,1259000.0,1279000.0,1251000.0,1265000.0,164952.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-06-19,1266000.0,1278000.0,1260000.0,1266000.0,141895.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-06-22,1291000.0,1296000.0,1276000.0,1281000.0,127418.0,11.47,11.16,1.06,5.0,3.0,0.0
2015-06-23,1309000.0,1328000.0,1291000.0,1321000.0,203180.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-24,1300000.0,1311000.0,1291000.0,1302000.0,203960.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-06-25,1290000.0,1303000.0,1269000.0,1269000.0,213916.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-06-26,1252000.0,1290000.0,1252000.0,1278000.0,206950.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-06-29,1269000.0,1285000.0,1256000.0,1281000.0,230399.0,11.47,11.16,1.06,4.0,1.0,0.0
2015-06-30,1276000.0,1285000.0,1266000.0,1268000.0,197407.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-01,1268000.0,1302000.0,1259000.0,1295000.0,166498.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-07-02,1286000.0,1304000.0,1285000.0,1299000.0,164460.0,11.47,11.16,1.06,3.0,2.0,1.0
2015-07-03,1287000.0,1294000.0,1267000.0,1268000.0,142604.0,11.47,11.16,1.06,3.0,2.0,1.0
2015-07-06,1253000.0,1260000.0,1223000.0,1230000.0,201999.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-07-07,1220000.0,1259000.0,1220000.0,1240000.0,249565.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-07-08,1240000.0,1251000.0,1232000.0,1239000.0,235619.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-07-09,1230000.0,1265000.0,1226000.0,1265000.0,280610.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-07-10,1257000.0,1266000.0,1248000.0,1259000.0,191468.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-13,1250000.0,1272000.0,1245000.0,1266000.0,153441.0,11.47,11.16,1.06,5.0,2.0,0.0
2015-07-14,1265000.0,1270000.0,1221000.0,1225000.0,399794.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-07-15,1225000.0,1238000.0,1224000.0,1235000.0,167413.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-07-16,1223000.0,1287000.0,1223000.0,1282000.0,223469.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-07-17,1300000.0,1311000.0,1278000.0,1305000.0,297233.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-20,1291000.0,1304000.0,1273000.0,1275000.0,128928.0,11.47,11.16,1.06,3.0,0.0,0.0
2015-07-21,1275000.0,1277000.0,1247000.0,1263000.0,194055.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-22,1244000.0,1260000.0,1235000.0,1253000.0,268323.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-07-23,1244000.0,1253000.0,1234000.0,1234000.0,208965.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-24,1227000.0,1238000.0,1224000.0,1229000.0,196584.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-07-27,1229000.0,1247000.0,1228000.0,1230000.0,243040.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-07-28,1224000.0,1251000.0,1219000.0,1230000.0,267627.0,11.47,11.16,1.06,1.0,0.0,1.0
2015-07-29,1250000.0,1275000.0,1231000.0,1263000.0,274689.0,11.47,11.16,1.06,3.0,3.0,0.0
2015-07-30,1258000.0,1260000.0,1215000.0,1215000.0,308392.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-07-31,1220000.0,1222000.0,1175000.0,1185000.0,391589.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-08-03,1184000.0,1184000.0,1166000.0,1175000.0,196891.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-08-04,1175000.0,1187000.0,1170000.0,1182000.0,256887.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-08-05,1182000.0,1182000.0,1158000.0,1159000.0,256050.0,11.47,11.16,1.06,2.0,0.0,1.0
2015-08-06,1155000.0,1156000.0,1115000.0,1115000.0,403981.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-07,1120000.0,1137000.0,1115000.0,1136000.0,275742.0,11.47,11.16,1.06,4.0,1.0,1.0
2015-08-10,1140000.0,1142000.0,1130000.0,1141000.0,114450.0,11.47,11.16,1.06,3.0,3.0,0.0
2015-08-11,1151000.0,1179000.0,1148000.0,1157000.0,233286.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-12,1150000.0,1164000.0,1140000.0,1154000.0,223080.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-08-13,1153000.0,1153000.0,1138000.0,1140000.0,150411.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-08-17,1140000.0,1141000.0,1104000.0,1104000.0,227217.0,11.47,11.16,1.06,6.0,2.0,0.0
2015-08-18,1118000.0,1141000.0,1117000.0,1131000.0,231672.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-19,1169000.0,1176000.0,1141000.0,1154000.0,401415.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-20,1163000.0,1171000.0,1130000.0,1139000.0,216119.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-21,1099000.0,1128000.0,1096000.0,1101000.0,408851.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-24,1088000.0,1115000.0,1033000.0,1079000.0,448592.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-08-25,1079000.0,1107000.0,1067000.0,1079000.0,392519.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-08-26,1068000.0,1074000.0,1050000.0,1067000.0,558952.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-27,1082000.0,1086000.0,1063000.0,1067000.0,495388.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-08-28,1086000.0,1086000.0,1073000.0,1081000.0,462223.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-08-31,1071000.0,1089000.0,1052000.0,1089000.0,408309.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-01,1089000.0,1098000.0,1081000.0,1085000.0,240372.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-09-02,1069000.0,1095000.0,1065000.0,1090000.0,312683.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-03,1102000.0,1123000.0,1093000.0,1122000.0,305142.0,11.47,11.16,1.06,2.0,1.0,1.0
2015-09-04,1144000.0,1144000.0,1118000.0,1129000.0,251734.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-09-07,1129000.0,1129000.0,1105000.0,1112000.0,191805.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-08,1113000.0,1136000.0,1106000.0,1131000.0,182330.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-09,1146000.0,1147000.0,1136000.0,1147000.0,259376.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-09-10,1130000.0,1139000.0,1118000.0,1134000.0,362568.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-09-11,1126000.0,1133000.0,1115000.0,1115000.0,204167.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-14,1120000.0,1124000.0,1110000.0,1124000.0,167073.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-09-15,1114000.0,1128000.0,1113000.0,1123000.0,232956.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-09-16,1121000.0,1157000.0,1121000.0,1152000.0,343763.0,11.47,11.16,1.06,4.0,2.0,0.0
2015-09-17,1153000.0,1157000.0,1144000.0,1157000.0,273960.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-18,1145000.0,1192000.0,1135000.0,1190000.0,436270.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-21,1163000.0,1173000.0,1150000.0,1150000.0,205359.0,11.47,11.16,1.06,8.0,1.0,0.0
2015-09-22,1143000.0,1150000.0,1130000.0,1145000.0,250675.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-09-23,1144000.0,1144000.0,1125000.0,1131000.0,197649.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-09-24,1126000.0,1135000.0,1125000.0,1126000.0,132721.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-09-25,1120000.0,1125000.0,1109000.0,1112000.0,209160.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-09-30,1100000.0,1134000.0,1090000.0,1134000.0,458936.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-10-01,1140000.0,1145000.0,1121000.0,1134000.0,241041.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-02,1112000.0,1133000.0,1112000.0,1119000.0,274302.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-05,1119000.0,1131000.0,1115000.0,1115000.0,241935.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-10-06,1130000.0,1155000.0,1127000.0,1151000.0,382987.0,11.47,11.16,1.06,2.0,0.0,0.0
2015-10-07,1198000.0,1252000.0,1186000.0,1251000.0,799502.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-08,1250000.0,1279000.0,1250000.0,1270000.0,570677.0,11.47,11.16,1.06,2.0,2.0,0.0
2015-10-12,1260000.0,1263000.0,1247000.0,1260000.0,378974.0,11.47,11.16,1.06,3.0,0.0,0.0
2015-10-13,1260000.0,1272000.0,1248000.0,1252000.0,198000.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-10-14,1248000.0,1260000.0,1237000.0,1254000.0,175051.0,11.47,11.16,1.06,1.0,0.0,1.0
2015-10-15,1244000.0,1282000.0,1243000.0,1269000.0,248503.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-16,1265000.0,1269000.0,1259000.0,1265000.0,143968.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-19,1257000.0,1265000.0,1249000.0,1256000.0,117070.0,11.47,11.16,1.06,3.0,1.0,0.0
2015-10-20,1260000.0,1273000.0,1256000.0,1266000.0,150347.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-10-21,1265000.0,1282000.0,1259000.0,1270000.0,139567.0,11.47,11.16,1.06,3.0,3.0,0.0
2015-10-22,1280000.0,1295000.0,1269000.0,1280000.0,230673.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-10-23,1300000.0,1300000.0,1278000.0,1289000.0,263071.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-10-26,1298000.0,1298000.0,1272000.0,1292000.0,152165.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-10-27,1282000.0,1299000.0,1281000.0,1298000.0,132241.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-10-28,1294000.0,1308000.0,1291000.0,1308000.0,271303.0,11.47,11.16,1.06,1.0,0.0,1.0
2015-10-29,1330000.0,1392000.0,1324000.0,1325000.0,630471.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-10-30,1345000.0,1390000.0,1341000.0,1372000.0,509385.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-11-02,1385000.0,1393000.0,1374000.0,1383000.0,386546.0,11.47,11.16,1.06,4.0,1.0,0.0
2015-11-03,1381000.0,1381000.0,1350000.0,1352000.0,301840.0,11.47,11.16,1.06,1.0,1.0,0.0
2015-11-04,1352000.0,1361000.0,1326000.0,1330000.0,281070.0,11.47,11.16,1.06,1.0,0.0,0.0
2015-11-05,1330000.0,1354000.0,1330000.0,1342000.0,173042.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-11-06,1343000.0,1348000.0,1330000.0,1338000.0,164322.0,11.47,11.16,1.06,4.0,3.0,0.0
2015-11-09,1338000.0,1344000.0,1321000.0,1344000.0,185661.0,11.47,11.16,1.06,7.0,0.0,1.0
2015-11-10,1336000.0,1341000.0,1314000.0,1321000.0,197551.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-11-11,1321000.0,1345000.0,1321000.0,1333000.0,140449.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-11-12,1333000.0,1334000.0,1317000.0,1317000.0,157417.0,11.47,11.16,1.06,2.0,1.0,0.0
2015-11-13,1317000.0,1317000.0,1300000.0,1300000.0,177677.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-11-16,1291000.0,1291000.0,1263000.0,1263000.0,275705.0,11.47,11.16,1.06,3.0,2.0,0.0
2015-11-17,1275000.0,1290000.0,1270000.0,1270000.0,186184.0,11.47,11.16,1.06,0.0,0.0,0.0
2015-11-18,1272000.0,1290000.0,1272000.0,1281000.0,167735.0,11.47,11.16,1.06,1.0,0.0,0.0
