,Title,Label
94,"CJ제일제당, 30만원대 안착 가능할까?",1.0
95,때이른 무더위에 '냉면熱戰',-1.0
96,"CJ제일제당, 자취생을 위한 '밥차' 운영",-1.0
97,1인가구·캠핑족 '어묵' 예찬,1.0
98,"CJ제일제당, 국립 부경대와 수산양식 연구협약 체결",1.0
99,'바닐라'에 취한 식음료…관련 제품 봇물,-1.0
100,올해 적정 원화가치 1020원..타격이 가장 큰 종목은,-1.0
101,"CJ제일제당, 1Q 영업익 988억...전년比 12.7%↓",1.0
102,"CJ제일제당, 1분기 영업익 1173억원..전년比 6.28% ↓",1.0
103,"CJ제일제당, 식품 구조조정이 실적으로…목표가↑",1.0
104,"CJ제일제당, 서프라이즈 시작…목표가↑",1.0
105,CJ '헛개 컨디션' 일본시장 진출,1.0
106,"CJ제일제당, '발효대두박' 사업 박차…""시장 선점할 것""",1.0
107,"식품업계, 지역과 함께 상생하는 '윈윈' 활동 눈길",1.0
108,서울 푸드전 2014전 개막…차세대 식품 한류의 장 열린다,-1.0
109,"""밥 비비러 미국 갑니다"" 비빔밥 유랑단 4기 활동 시작",-1.0
110,"손경식 CJ 회장, 1Q 보수 8억500만원",1.0
111,"[특징주]CJ, 자회사 실적개선 기대감에 ↑",-1.0
112,"CJ제일제당, '자일로스 설탕' 新 TV광고 온에어",-1.0
113,"CJ제일제당, '이너비' 성년의 날 기념 이벤트 실시",-1.0
114,"CJ제일제당, 빕스와 함께 '쁘띠첼 데이' 진행",1.0
115,"안전 외친 재계, 현장으로 달려갔다",1.0
116,"CJ 비비고, UN 대사부인 바자회에 韓食 알렸다",1.0
117,"1주년 맞은 CJ 알래스카 연어캔, 누적판매 800만개",-1.0
118,"CJ, 계열사 실적+원화강세 수혜..목표가↑<신한투자>",1.0
119,"한 달 -4kg, 마시면서 뺀다는데...",1.0
120,"백설 다담, '집밥'과 소셜다이닝 마케팅 펼쳐",1.0
121,"소고기 먹는 中, 어디에 투자할까?",1.0
122,돼지값 급등에 햄 가격↑…롯데햄 평균 9% 인상 추진,1.0
123,"[특징주]CJ, 실적 개선 전망에 신고가 경신",1.0
124,"CJ, 계열사 이익 큰 폭 개선..목표가↑",1.0
125,"CJ, 한국국제협력단과 베트남에 '새마을운동' 전파",1.0
126,"생필품, 가장 저렴하게 살 수 있는 곳은",-1.0
127,"CJ제일제당, 동국대와 식품안전 업무협약 체결",-1.0
128,"CJ제일제당 '드레싱', 리뉴얼로 프리미엄 라인업 강화",1.0
129,하반기 곡물가 오른다…주가도 ↑,1.0
130,"CJ제일제당, 해물양념장 신제품 2종 출시",-1.0
131,"식음료업계, '얼려먹는 레시피'로 소비자 공략",-1.0
132,"유통家, 동반위 평가에 불만..""형평성 어긋나는 기준""",-1.0
133,동반성장도 '극과 극'…3년 연속 '최우수' vs '0점기업',-1.0
134,국민 햄 '스팸' 가격도 올라…7월부터 8.5% 인상,-1.0
135,삼성전자·현대차·코웨이 등 14개 대기업 동반성장지수 '최우수',-1.0
136,CJ제일제당 '백설 고급유 5종' 최우수상 수상 영예,-1.0
137,"CJ, 안전경영 강화…'안전경영실' 신설",-1.0
138,"CJ제일제당, '아이스 파우치'로 여름 성수기 공략",1.0
139,"CJ제일제당, 'CJ제일제당과 함께 응원 에너지 충전' 이벤트",1.0
140,"CJ제일제당, 2분기 깜짝실적 기대…목표가↑",-1.0
141,"유통·식음료업계, 월드컵 승리 기원 '기상천외 마케팅'",-1.0
142,"CJ제일제당, 싸이와 함께 新 파티 음료 '오버&오버' 출시",-1.0
143,매실청 덕 본 '설탕'…자일로스·올리고당 매출 '쑥∼',1.0
144,"기업 이종교배, '매출 복덩이'",-1.0
145,"CJ제일제당, 제2회 다시다 창작요리 콘테스트 실시",-1.0
146,"CJ제일제당, 체험형 테마관 '올리브 마켓' 오픈",1.0
147,"CJ제일제당, '제1회 동물 사료용 아미노산 포럼' 개최",1.0
148,'테이크아웃 홍삼' 通했다...누적 매출 195억,1.0
149,"CJ제일제당-아산시, 가공용 쌀 구매·납품 협약 체결",1.0
150,"CJ제일제당, 美 라이신 시장 본격 공략",1.0
151,"CJ제일제당, 하반기 바이오 덕에 실적 개선…목표가 ↑",1.0
152,"CJ제일제당, ""R&D기술력으로 사료 매출 10조원 달성할 것""",1.0
153,"[특징주]CJ제일제당, 2Q 실적 개선 기대감",1.0
154,"CJ제일제당, 2Q 실적 양호 예상…목표가↑",1.0
155,식품업계도 캠핑간다,1.0
156,"CJ제일제당, CJ글로벌홀딩스에 1475억 채무보증",1.0
157,밥상에 '100% 대한민국',1.0
158,"장 종료 후 ""이 공시 눈에 띄네""(코스피-27일)",1.0
159,옆구리 터지는 '만두 시장'...작년 6.4% 성장,1.0
160,"CJ제일제당, '행복한콩 모닝두부 오곡참깨' 출시",1.0
161,"광주 ""양산지구 진아리채 7월 4일 주택전시관 오픈!!",-1.0
162,"CJ제일제당, '백설 끈기올리고당' 등 신제품 출시",1.0
163,"CJ제일제당, 2분기 호실적으로 강세",1.0
164,"CJ제일제당-농협, '햇양파청' 프로모션 진행",-1.0
165,"CJ제일제당, '한-미 대학 펜싱선수권 대회' 후원",-1.0
166,"CJ제일제당, '이너비 잇뷰티 에이드' 출시",-1.0
167,"휴가철, 즉석밥도 해외여행",-1.0
168,"CJ제일제당, ""김치유산균 특허로 글로벌 시장 공략""",1.0
169,"일본, 식탁서도 멀어지네",1.0
170,여름 성수기 맞아 '캔·파우치' 음료 출시 봇물,1.0
171,"CJ제일제당, VIPS 매장서 냉장 드레싱 '체험 마케팅'",1.0
172,"""CJ제일제당, 2분기 이후 실적 개선세 이어질 것""",1.0
173,"소시모 ""올리고당·물엿, GMO 표시 전혀 없어""",-1.0
174,"CJ제일제당, '부침개' 재료 할인 프로모션",-1.0
175,"CJ제일제당, 협력사와 탄소배출권 협력체계 구축",-1.0
176,박스권 답답증시 톡 쏘는 우선주,-1.0
177,"CJ제일제당, '제14회 페닐케톤뇨증 가족 캠프' 후원",-1.0
178,"복날, CEO는 뭐하시나",1.0
179,"CJ제일제당 ""팻다운 아웃도어, 2년간 400만병 팔려""",1.0
180,"[주식투자 산책]주식, 수익내기 게임보다는 간접적 사업할 수 있는 기회",1.0
181,"하이트진로, 참이슬 팝업스토어 '이슬포차' 오픈",-1.0
182,"CJ제일제당, '구중구포 한뿌리 흑삼 진액' 출시",-1.0
183,[마켓포커스]하반기 우선주 강세 지속 전망..거래량 등 살펴야,-1.0
184,2등株 ‘형님’보다 잘 벌었다,-1.0
185,업종 대장株 부진 속 뜨는 2위株,-1.0
186,"여름철 피부 미인, 이너뷰티 푸드가 비결",-1.0
187,"CJ제일제당, 프리미엄 디저트 파우더 2종 출시",-1.0
188,"국민연금, '삼성·현대'에 주식투자 쏠려",1.0
189,"CJ제일제당, 혈당건강 위한 쿠킹클래스 진행",-1.0
190,"CJ제일제당, 맛과 건강 살린 '토종김' 리뉴얼 출시",-1.0
191,‘수십억 리베이트’ CJ그룹 임원에 집행유예,-1.0
192,"CJ제일제당, 상반기 영업익 1857억...전년比 2.1%↓",1.0
193,"CJ, 2020년 매출 '100조의 노래'",1.0
194,"CJ제일제당, 2분기 영업익 1234억원…전년比 55% ↑",1.0
195,"식용유 市場을 볶았다, 카~놀라유",-1.0
196,"CJ제일제당, 식품 호실적 이어질 전망…목표가↑",-1.0
197,국내 최고의 밥도둑 '스팸'과 '볶음밥'의 만남,1.0
198,"CJ제일제당, '식이섬유 33 이벤트' 실시",1.0
199,얇아진 지갑…대형마트 추석선물 1위는 '1만원대 커피믹스',-1.0
200,"CJ제일제당, 글로벌 그린바이오 시장 '트리플 크라운' 쾌거",-1.0
201,[단독]햄·참치·팜유 등 '추석선물세트' 가격도 올라,1.0
202,"CJ제일제당, 상반기 손경식 회장에 14억9500만원 지급",1.0
203,곡물가격 하락세 지속…음식료주 실적↑,-1.0
204,"""코스피 숨고르기..실적호전株 주목할 때""",-1.0
205,"오뚜기, 전 사업부문 성장세 지속 기대",1.0
206,청소년이 좋아하는 수산식품 만든다,1.0
207,"100대 상장사 절반, 상반기 수익성 급락",1.0
208,[주간증시전망]조정을 매수기회로,1.0
209,"秋風분다, 3분기로 눈돌린 증시",1.0
210,포브스 '亞 50대 유망 기업'에 네이버 등 韓 6개사 선정,-1.0
211,국민연금 배당투자 확대…투자 유망주는?,-1.0
212,"고배당株, '금리·주가·정책' 투자 매력 3박자에 'Go'",1.0
213,"[힐링!한가위]""장거리 가시는 분∼ 간식 챙기세요""",1.0
214,"[특징주]CJ제일제당, 이익개선 기대감에 '신고가'",1.0
215,"CJ제일제당, 수익 개선세 지속…목표가↑",1.0
216,"CJ그룹, 2014 하반기 공개 채용...총 900명 채용",-1.0
217,두유+커피·초코파이+우유..'케미레시피' 마케팅 후끈,-1.0
218,추석음식도 저염·저칼로리 등 '건강열풍',-1.0
219,한가위 음식과 어울리는 '궁합음료',-1.0
220,내년 추석을 더 웃게 해줄 유망종목 3선,-1.0
221,이재현 CJ 회장에 항소심서 징역3년 실형 선고(종합),-1.0
222,"CJ제일제당, 캐릭터 마라톤 '투니버스 아이런' 협찬",1.0
223,"cj푸드빌, '비비고' 현지화 전략 通했다",1.0
224,"CJ 비비고, 韓-브라질 우호 증진 위한 쿠킹클래스 진행",1.0
225,"""오너 MK가 부러워요""… SK·CJ",-1.0
226,"CJ제일제당, 바이오 사업 실적개선 가시화..목표가↑",-1.0
227,"CJ제일제당, '알래스카 연어' 제품군 확대…""1위 굳힌다""",1.0
228,[주간추천종목]KDB대우증권,1.0
229,"비비고 가공식품, 출시 1년만에 730억 매출 달성",1.0
230,"세금 탈루 혐의, 노희영 CJ제일제당 부사장 사직",1.0
231,[집중취재 클로즈업]요우커 수혜주의 허와 실,1.0
232,쥬라기 특별강연 “한국증시의 대세상승을 쏘다”,1.0
233,"펀드, 실적株 얼마나 담았니",-1.0
234,2014 한·아세안 특별정상회의 어린이 홍보대사는 '뽀로로',-1.0
235,"CJ, 군산·목포에 석탄하역 전용부두 구축…1800억 투자",-1.0
236,"""체력이 실력!""...수능생 체력 관리 건강식품 눈길",-1.0
237,"CJ, 국방부와 국군 장병 복지증진을 위한 MOU 체결",-1.0
238,'군인이랑 같이가면'…빕스 40% 할인·CGV 영화표 6천원,1.0
239,"10월 둘째주, 1조3100억원 규모 회사채 발행",1.0
240,우량 회사채에 뭉칫돈 몰린다,1.0
241,"백설 다담, '싱글족을 위한 秋 쿠킹클래스' 진행",-1.0
242,염태영시장 4년동안 16만개 일자리 만든다,-1.0
243,"[특징주]CJ제일제당, 호실적 전망에 ↑",1.0
244,"CJ제일제당, 이익 본격 개선구간 진입…목표가↑",1.0
245,"사제단 vs 연예인 야구단, 자선 야구축제",1.0
246,"CJ제일제당, 수능 맞아 '아이시안' 최대 42% 할인",-1.0
247,"음식료, 선별적 업체 대응 전략이 유효 <신한금융투자>",-1.0
248,"쁘띠첼 미초, 따뜻하게 즐기는 '레몬유자' 출시",-1.0
249,[굿모닝증시]긴 호흡이 필요한 시점,1.0
250,"CJ제일제당, 식품사업 실적모멘텀 충만..목표가↑",1.0
251,"친환경 1번지 진천, 나쁜 먹거리 원산지 오명",-1.0
252,"식초음료, 녹초됐나",1.0
253,"달콤한 디저트, 씁쓸한 가격 때문에 고민했다면?",1.0
254,"팔기 바쁜 외인들, 삼성전자는 샀다",1.0
255,"CJ푸드빌, '리틀드림 캠페인' 키즈 쿠킹클래스 진행",1.0
256,이마트·CJ 감정노동자 인권보호 동참,1.0
257,"CJ제일제당, 100% 땅콩·호두·아몬드로 만든 ‘견과유’ 출시",-1.0
258,"식음료 '믹스앤매치' 열풍...""의외의 조합이 뜬다""",-1.0
259,"'스트레스' 푼 유럽자금, 국내증시 귀환 기대감",-1.0
260,"CJ, 조직 추스르기…핵심 계열사 강화",-1.0
261,"CJ제일제당, 이해선 공동대표 영입",-1.0
262,"진화하는 '햇반'...""즉석밥이라고 다 같은 줄 알아?""",-1.0
263,"CJ제일제당, 3Q 영업익 3224억...전년比 18.7%↑",-1.0
264,"올해 코스피 기업, 합병 결정↑ 분할 결정↓",-1.0
265,"CJ제일제당, 바이오 실적 개선 가시성高",-1.0
266,"CJ제일제당, 바이오 영업익 급증…목표가↑",-1.0
267,"엔低, 2주만 버티면 대형주 반격 타이밍 온다",-1.0
268,"한중 FTA, 재계 ""일단 환영""",-1.0
269,"한ㆍ중 FTA 타결…식음료·외식업계 ""별다른 영향 없을 것""",-1.0
270,"아직 살아있지 못한 자, 미생(未生)을 위한 완생(完生) 푸드",-1.0
271,"롯데케미칼-CJ제일제당, 대구시와 바이오화학 분야 협력 강화",1.0
272,겨울 간식의 왕자 '호떡믹스' 새옷 입고 나왔다,-1.0
273,"CJ제일제당, '알래스카 연어' 1000만개 팔려",-1.0
274,식음료 '유자' 인기...추운 만큼 뜨거워진다,-1.0
275,"""워킹맘을 쉬게 하자""...'심플 믹스' 푸드 전성시대",-1.0
276,"CJ제일제당, '맛있는 김치, 하선정' 체험관 운영",-1.0
277,광희문 담장벽화 주민들이 그려,-1.0
278,"KDB대우證, 내년 코스피 1750~2050p 전망",1.0
279,"朴대통령, ""농업을 미래성장산업으로"" 토론회 직접 주재",-1.0
280,"""고부가 식품산업 육성 2017년 수출 100억弗 달성""",-1.0
281,"[포토]CJ제일제당, '건강지향 햇반 큰눈영양쌀밥' 출시",-1.0
282,"[포토]'CJ제일제당, 햇반 큰눈영양쌀밥 출시'",-1.0
283,[포토]'햇반 큰눈영양쌀밥 출시',-1.0
284,"[포토]CJ제일제당, '햇살 큰눈영양쌀밥' 출시",-1.0
285,"[포토]홈플러스·KOTRA, 英서 한국식품전 개최",-1.0
286,"KOTRA-홈플러스, 英 테스코 62개 매장서 韓 식품 판매",-1.0
287,"홈플러스·KOTRA, 영국서 대규모 한국식품전 개최",-1.0
288,"이병철 선대 회장 제사, 30여 명 참석…이재용·이부진 불참",-1.0
289,"CJ그룹, 한국경영학회 선정 'CSV대상' 수상",1.0
290,"CJ제일제당, 서울카페쇼에 '메티에 체험관' 운영",1.0
291,"뚜레쥬르, 중국 산둥성 MF 계약…대륙 진출 가속도",-1.0
292,[르포]'커피와 사랑에 빠진 대한민국'…2014 서울 카페쇼 가보니,-1.0
293,증시에 '연어' 바람…20조 시장 공략하라,-1.0
294,"CJ제일제당, '투썸 밀크티 파우더' 출시",1.0
295,"""상습적 욕설·폭언 상담, ARS로 '통화불가' 알려요""",1.0
296,연어에 이어 명태까지…식품업계 '알래스카 해전(海戰)',1.0
297,"CJ제일제당, '스타셰프 파티요리 클래스' 진행",-1.0
298,[굿모닝증시]재차 확대되는 변동성,1.0
299,올해 10대 그룹 중 CJ그룹·SK그룹만 시총 늘어,1.0
300,"CJ제일제당, 냉동 제품 가격 인상…평균 6.5%↑",-1.0
301,"CJ그룹, CSV 우수 기업 '포터상' 수상",-1.0
302,'CJ올리브네트웍스' 출범…대표에 허민회 부사장 선임,-1.0
303,CJ '비비고' 2014 MAMA 현장에서 한식 샘플링 행사,-1.0
304,돼지 값 뛰니 '캔 햄' 또 올라…장바구니 물가 들썩,-1.0
305,식음료업체도 '모바일 앱'에 숟가락 얹었다,-1.0
306,[주간추천종목]우리투자증권,-1.0
307,'피부 개선' 건강기능식품 봇물,1.0
308,"CJ, 계열사 6곳 'CJ' 브랜드 1년 사용료 594억",1.0
309,"장 종료 후 ""이 공시 눈에 띄네""(8일-코스피)",1.0
310,"식품업계, '어묵' 원재료 공개...""안심하고 드세요""",1.0
311,"재계, 맞춤형 사회공헌활동으로 아세안 이웃과 소통",-1.0
312,"CJ, 내년 수익 개선 전망…목표가↑<유진투자證>",-1.0
313,계절성 우울감 예방 위해 섭취해야 할 영양소는,-1.0
314,기업들 직급 허물고 모든 호칭을 '님'으로,-1.0
315,"재계, 줄이고·키우고·찾고·모시고…'개혁 4종 세트'",-1.0
316,[2014히트상품]9호선 양천향교역과 이어지는 '마곡 디엠시티',1.0
317,"CJ제일제당, 수도방위사령부와 자매결연 체결",1.0
318,"CJ제일제당, 애니메이션 캐릭터 '마다가스카 소시지' 출시",-1.0
319,소녀시대 윤아 중구 어려운 이웃 위해 3000만원 후원,-1.0
320,"CJ헬스케어 ""나눔 실천으로 희망 선물""",-1.0
321,"CJ제일제당, 농식품산업 유공 농림축산식품부 장관상 수상",-1.0
322,"CJ제일제당, 中 사천 면요리 '제일제면소 제일탄탄면' 출시",-1.0
323,"CJ씨푸드, CJ제일제당에 1775억원 상품공급 계약",-1.0
324,"샘표 '연두', 조미료 왕자로",-1.0
325,"막걸리 中企-대기업, 상생협약 맺고 산업발전 '맞손'",1.0
326,"CJ제일제당 ""당신의 '꿀잠'을 도와드립니다""",1.0
327,"CJ제일제당, '알래스카 연어' 퀴즈 이벤트 진행",1.0
328,"30대그룹 여성임원, 10명 중 4명은 ‘이-서-연’ 출신",1.0
329,'작심삼일은 NO!' 새해 결심 돕는 마케팅 열풍,-1.0
330,"CJ제일제당, '건강을 생각한 고소한 들기름' 출시",1.0
331,솔로시대 '가정간편식' 급성장…올해 2조 예상,1.0
332,"아워홈, 신임 사장에 김태준 전 CJ제일제당 부사장 선임",-1.0
333,"CJ제일제당, 실속 담은 설 선물세트 620만 세트 선봬",-1.0
334,"CJ제일제당, 5조원 규모 메치오닌 시장 본격 공략",-1.0
335,[2015소대]위생안전관리로 국내 1등 캔햄,-1.0
336,"쁘띠첼 미초, 서울우유와 협업 마케팅 진행",1.0
337,"CJ제일제당, 작년 영업익 4315억…전년比 24.5%↑",1.0
338,[포토]'발렌타인 데이는 캐스 카페 시리즈와 함께',1.0
339,냉동 한식반찬 시장 ‘프리미엄’ 열풍,1.0
340,"쁘띠첼, 밸런타인데이 한정판‘스윗캔들 허니블러썸’출시",-1.0
341,광고 속 '삼시세끼' 예능만큼 맛깔스러워,-1.0
342,"CJ제일제당, 자연재료로 만든 '찰보리 부침가루' 출시",-1.0
343,[해피밸런타인]달달한 연인에게 달콤함을 듬뿍,1.0
344,"CJ, '미생 속 인턴사원' 1일 체험 기회 제공",1.0
345,"CJ제일제당, '쁘띠첼 미초' 증정 이벤트 진행",-1.0
346,'두부' 중기적합품목 재지정…안타까운 풀무원·CJ,-1.0
347,"CJ제일제당, '알래스카 연어' 설 명절 100억 대박",-1.0
348,"CJ제일제당, H.O.P.E 다이어트 쿠키 출시",1.0
349,'중기적합업종 저주'…두부·문구 제2의 LED되나,1.0
350,기업들 교육비 13% 줄였다…교육비 지출 1위는 두산重,-1.0
351,"CJ제일제당 ""정월대보름, 천일염으로 장 담그세요""",1.0
352,"같은 브랜드·같은 빵, 지역따라 가격차 최대 2배(종합)",-1.0
353,"[르포]같은 브랜드, 같은 빵인데 땅 값따라 가격 천차만별",-1.0
354,"CJ제일제당, '바이오 피부유산균 CJLP133' 매출 200억 돌파",-1.0
355,식탁 물가 초비상…채소값 급등·가공식품 줄인상(종합2보),-1.0
356,줄줄이 오르는 식탁물가…가공식품도 전격 인상(종합),-1.0
357,"CJ제일제당 ""슈퍼곡물 '햇반'으로 건강밥 시대 열어""",-1.0
358,"한국야쿠르트, 임직원 금연에 1억 쏜다",1.0
359,"CJ제일제당, 쁘띠첼 '스윗롤' 3종 출시",1.0
360,"CJ, 냉동식품 블루오션 러시아 진출…9조 시장 공략",-1.0
361,"CJ제일제당, '수제 어묵' 베이커리로 트렌드 이끈다",-1.0
362,"식품소비 수입에 의존하는 중동, 韓 식품업계 '봄날' 오나",-1.0
363,"CJ제일제당, '세계김치연구소'와 업무 협약 체결",-1.0
364,올 화이트데이에는 사탕 대신 이색 디저트가 '대세',-1.0
365,"CJ제일제당, '백설 크림 파스타 소스' 이벤트 진행",-1.0
366,"쁘띠첼, 슈퍼푸드 토마토와 블루베리 넣은 과일젤리 출시",-1.0
367,곡물가격 안정 속 환율 변수…식품기업 영향은?,1.0
368,"CJ그룹, '상반기 대졸 신입공채' 시작",1.0
369,"CJ제일제당, 펫다운 '슈퍼바디 프로젝트' 진행",1.0
370,"배우 유승호, CJ제일제당 '쁘띠첼' 모델 발탁",1.0
371,"CJ제일제당, '백설 고추장 삼겹살 구이양념' 출시",1.0
372,"이재현 CJ 회장, 대한통운·올리브영 등기이사도 물러나",1.0
373,40년만에 CJ제일제당 안산공장에 발전소 짓는 사연?,1.0
374,'혼자서도 든든하게'…다양한 간편식 '눈길',1.0
375,"CJ제일제당, '제일제면소 제일탄탄면' 10만개 판매",1.0
376,"CJ제일제당, '좋은 엄마의 시작' 캠페인 전개",1.0
377,환율 불안·곡물가 상승에 식품업체들 고민…식자재 유통은 '훨훨',1.0
378,"규제개혁 끝장토론 1년, 갈 길 멀다",1.0
379,전문경영인 주식부자 1등은? 최지성 삼성 미래전략실장,1.0
380,"CJ제일제당 ""색(色)으로 힐링하세요""",1.0
381,"농협·CJ제일제당, 글로벌 가공식품 개발 손잡아",-1.0
382,"더 예뻐진 박보람, ""다이어트엔 지름길 없어…'이것'이 중요하다""",-1.0
383,사료업체 11곳 5년간 담합…공정위 제재 임박,-1.0
